name,price,rpm,noise_level,color,size
Cooler Master Seidon 120M,,"600,2400","19,40",,120
Thermaltake Water 3.0 Performer,,"1000,2000",20,,120
Aerocool P7-L240,,"600,1800","10.5,31.8",Black,240
Deepcool GAMMAXX L240,,"500,1800",17.8,Black,240
PC Cooler GI-D66A,,"1000,2000","8,29.1",Black,
Alpenföhn Glacier Water High Speed 240,175.89,"500,2200",36.8,White,240
GAMDIAS CHIONE P3-240U,,"800,2000","10,31",Black,240
Xilence M403PRO,,"500,1800","14.2,25.6",Red / Black,
ID-COOLING IS-47-XT,,"800,2800",35.2,White,
Silverstone AR06,43.99,2500,"20,28.3",,
MSI MAG CORELIQUID I240,109.99,,,White,240
Enermax ETS-T50 AXE ARGB,81.23,"500,1600","14,24",Black,
Jonsbo HX6200D,,"700,1800","18.6,29.7",White,
Xilence I404T,55,"600,2200","14,21.8",Red / Black,
Silverstone VIDA 120 SLIM,106.29,"300,1800","15.9,33.9",Black,120
Enermax AQUAFUSION ADV,,"500,2000","15,32.6",White,360
Jonsbo HX4170D,,"600,3300",28.4,White,
Xigmatek GAIA SD1283,30,"800,1500","16,24",,
Cooler Master DK9-7G52A-0L-GP,31.98,4500,35,,
GAMDIAS BOREAS M1,30.77,"800,2600","10,32",Black / Silver,
Corsair H90,,1500,35,,140
Deepcool CAPTAIN 120 EX,,"500,1800","17.6,31.3",,120
ID-COOLING FROSTFLOW+ 120,,"700,1800","18,35.2",Black / White,120
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,240
MSI MAG CORELIQUID B,,"500,2000","14.3,34.3",Black,240
Deepcool AG620 Digital,,"300,1950",29.4,Black / Silver,
Thermalright Frozen Warframe X,,,,Black,240
ARCTIC Freezer A35 RGB,39.99,"200,1700",,Black,
ARCTIC Freezer i35 RGB,33.26,"200,1700",,Black,
Thermalright Aqua Elite ARGB V2,,2000,28.2,,240
Xilence M705D,,"700,1600","18,32.5",Black,
Thermaltake Floe DX RGB TT Premium Edition B,223.15,"500,1500","19,23.9",Black,360
Silverstone NT07-115X,26.87,"1200,3400","18,26",,
ARCTIC Freezer i13 X CO,,"300,2000",,Black / White,
Cougar Forza 50,52.57,"600,2000",34.5,Black,
ID-COOLING DK,,"500,1800","14.2,25.6",Black / Silver,
Cooler Master MasterAir MA610P,,1800,35,Black,
Thermalright SilverArrow T8,173.25,"600,1800","19,25",Silver / Red,
Deepcool CASTLE 280EX,,"400,1600",39.8,Black,280
Deepcool GAMMAXX 400 V2,,"500,1650",,Black / Red,
Cooler Master Hyper 212X EU Version,90,"600,1700","13,28.6",,
Deepcool GAMMAXX 400 XT,,"500,1500",27,White,
Valkyrie VIND SL125,,"800,2150",29,White / Blue,
Silverstone NovaPeak 360 ARGB,122.99,"500,2200","12.1,33.1",Black,360
Enermax AQUAFUSION ADV 120,,"500,2000","15,32.6",Black,120
Xilence LQ240 ARGB,,"500,1500","18,30.2",Black,240
Cooler Master MasterLiquid ML360P Silver Edition ARGB,,"650,1800","8,30",Silver / Black,360
Thermaltake TOUGHLIQUID ARGB,124.98,"500,2000",22.3,Teal,240
Cooler Master MasterAir MA620P,117.26,"600,1800",31,Black / Silver,
Zalman ALPHA2 A24,,"600,2000",29.7,Black,240
Intel BXTS13X,,"800,2200","21,35",,120
NZXT Kraken X40,,"800,2000","21,37",,140
Corsair H75,,2000,31.4,,120
CRYORIG M9i,,"600,2200",26.4,,
ARCTIC Liquid Freezer 240,,"500,1350",,,240
EVGA CLC 120,,"500,2400","16,39.9",,120
Cooler Master Hyper 212 LED Turbo (Black),,"600,1600","9,31",,
Deepcool GAMMAXX C40,,"500,2000",23.9,Black / Silver,
Deepcool CASTLE 240EX WHITE,,"500,1800",32.1,White / Black,240
Cooler Master MasterLiquid ML240 Mirror,,"650,1800","8,27",Black,240
Phanteks Glacier One 240MP,,"500,2200","18,34.2",Black / White,240
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",White,360
ID-COOLING FX360,,"700,1800",35.2,White,360
Jonsbo CR-2000GT RGB,,"700,1500","18.1,29.5",Black,
Azza Blizzard SP 360,,"700,2200",36,Black,360
ID-COOLING IS-50X V3,,"500,2000",31.2,Black / Gray,
ID-COOLING FROZN A410 DW,,"500,2000",29.85,White,
Silverstone Hydrogon D120 ARGB,,,"0,30.5",Black / Silver,
Alpenföhn Brocken 4 Max,,"400,1800","22.8,24.7",Black,
Antec KUHLER Box,,,,,
YEYIAN VATN ARGB 240,,"800,2000","25,32",Black,240
Xilence LQ360 ​​ARGB,136.69,"500,1500","18,30.2",Black,360
TEAMGROUP SIREN GD240E,105.99,"600,2200","14.3,35.6",Black,240
NZXT Kraken X31,,"800,2000","18,34",,120
Cooler Master Nepton 240M,,2400,"6.5,27",,240
Cougar Helor 360,246.6,"600,1800",37.1,Black,360
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",Black,240
ID-COOLING PINKFLOW 240 Diamond,,"900,2000","16.3,33.5",Pink,240
MSI MAG CORELIQUID C240 EVA e-PROJECT,,"500,2000","14.3,34.3",Black,240
ARCTIC Liquid Freezer II 240 RGB,,"200,1800",22.5,Black / Gray,240
Silverstone IceMyst 280,117.99,"400,1750","13.3,30.8",Silver / Black,280
Thermaltake TOUGHAIR 710,80.73,"300,1400","18.5,23.9",Gray,
Thermaltake TOUGHLIQUID ARGB,167.22,"500,2000",33.2,Black,280
Silverstone AR05,41.99,2500,"20,28.3",,
Alpenföhn Glacier Water High Speed 360,243.49,"500,2200",36.8,White,360
SilenX EFZ-92HA2,21.25,2400,"8,24",,
In Win SR36 PRO,163.19,"500,2500",23,Black,360
Asus TUF Gaming LC RGB,,"800,2000",29,Black,240
ID-COOLING SE-207-XT ADVANCED,,"700,1800","15.2,35.2",,
Deepcool LS320 WH,,"500,2250",32.9,White,120
TRYX PANORAMA ARGB,309.99,"500,1850",27.86,White,240
Corsair A70,,"1600,2000","26,31.5",,
Phanteks PH-TC12LS_BK,,"500,1800",25,,
NoFan CR-95C,,,0,,
Deepcool GAMMAXX 400 White,,"900,1500","17.8,30",White,
Phanteks Glacier One 280MP,,"500,2000","18,39.1",Black / White,280
ID-COOLING FROSTFLOW 240 XT,,"700,1800","15.2,35.2",Black,240
Cooler Master MasterLiquid ML360 Sub-Zero EVO,,,30,Black,360
In Win Nebula NR36,155,"400,1800",25,Black / White,360
ARCTIC Freezer 50 TR,,"200,1800",23.5,Black,
Xilence M704,,"700,1600","18,32.5",Red / Black,
Jonsbo HX6250,,"400,1800","28,38",Black,
Thermaltake CLP0556-B,19.98,"1900,2300",22,,
Fractal Design Celsius+ S28 Prisma PWM ARGB,,"500,1700",34.1,Black,280
Cooler Master Hyper TX3,,"800,2800","17,35",,
Corsair H100,,"1300,2500","22,39",,240
Scythe BIG Shuriken 2 Rev. B,,"500,2000","9.32,33.67",,
Titan TTC-NC95TZ(RB),,"150,1500",28.6,,
Antec C400,,"800,1900","20.3,34.5",,
ID-COOLING FROSTFLOW+ 280,,"800,1600","16.8,32.6",Black / White,280
Deepcool CASTLE 360EX RGB,,"500,1800",35,Black,360
Cooler Master Hyper T200,,"800,2200",31,,
Deepcool AG500,,"300,1850",29.4,Black / Silver,
TRYX PANORAMA,299.99,"500,2250",30.97,Black,240
Thermaltake TOUGHLIQUID Ultra RGB,234.98,"500,2000",30.7,Black,280
RAIJINTEK EOS 240 RBW,59.99,"800,1800",28,Black,240
Xilence LQ120,,"700,1600","18,32.5",Red / Black,120
Thermalright Mjolnir Vision 360 ARGB,,2150,27,White,360
Deepcool LS320,,"500,2250",32.9,Black,120
ENDORFY Navis F280 ARGB,164.89,"250,1800",,Black,280
Akasa SOHO 240 Dawn,215.99,"500,2000","14.5,31.8",White,240
be quiet! Dark Rock 2,,1300,"8.7,21.2",,
be quiet! Dark Rock Pro 2,,"1500,1700","13.5,26.4",,
Thermalright AXP-100,,"900,2500","22,30",,
Thermalright TRUE Spirit 120M(BW) Rev.A,,"600,1300",25.4,,
Deepcool GAMMAXX 400S,,1300,14.6,Black / Silver,
Scythe Mugen 5 Black Edition,,"300,1500","4,29.75",Black,
ARCTIC Liquid Freezer II 280 RGB,,"200,1900",22.5,Black,280
EK EK-Nucleus AIO CR360 Vision D-RGB,,"500,2200",33.5,Black,360
AQIRYS Hydra ARGB,,"800,2000","25,34",Black,360
Sapphire NITRO+ S360-A,,"405,2400","17.9,36.2",Black / Silver,360
Dynatron A49,49.99,"800,1800","10.8,21.3",Silver,
Iceberg Thermal IceSLEET G4 OC,29.99,"600,1400",22.5,Black / Teal,
Dynatron R8,39.95,,,,
Thermalright Silver Arrow 130,171.81,"600,1500","19,23",Silver,
Xilence M704PRO.ARGB,82.69,"800,1800","18,32.2",,
NoFan CR-80EH,,,0,,
Xilence M906,,"500,1500","18,30.8",Black,
Valkyrie DRAGONFANG,,"800,2150",29,White,360
Thermaltake Floe DX RGB TT Premium Edition B,133.4,"500,1500","19,23.9",Black,240
Asus ROG Strix LC 240,,"800,2500",37.6,Black,240
Alpenföhn Glacier Water 360 High Speed,,"500,2200",36.8,Black,360
Asus ROG Strix LC 120,,"800,2500",37.6,Black,120
Asus TUF Gaming LC 120 RGB,,"800,2000",,Black,120
YEYIAN Storm 1200,,"1000,1800",26.3,Black / Silver,
Thermalright Frozen Notte ARGB V2,,2000,27.7,White,240
ARCTIC Alpine 11,,"900,2000",14,,
Reeven Steropes RC-1206b,,"500,2000","9.32,33.67",,
Deepcool NEPTWIN WHITE,,"900,1500","17.8,30",White,
Scythe Mugen 5 TUF Gaming Alliance,,"300,1200","4,24.9",Brown / Black,
Deepcool GAMMAXX 400R,,"900,1500","17.8,30",Red / Silver,
ID-COOLING FROSTFLOW 240 XT SNOW,,"700,1800","15.2,35.2",White,240
Jonsbo HX6200D,,"700,1800","18.6,29.7",Black,
ID-COOLING FROSTFLOW X LITE,,"700,1800",35.2,Black,120
Jonsbo CR-1400 EVO Standard,,"800,2200","22.3,33.8",Black,
StarTech FAN775E,19.89,2600,22.2,,
Alpenföhn Dolomit,,"500,2200",23.8,Black,
Zalman CNPS20X,29.99,"800,1500",29,Black / Silver,
Sapphire NITRO+ S240-A,,"405,2400","17.9,36.2",Black / Silver,240
RAIJINTEK Orcus 140 RGW,105.76,"400,1800",28,Black,140
Noua Numb,,"800,1600",29,White,
CRYORIG R1 Ultimate,,"700,1300",23,,
Phanteks Glacier One 280MPH,,"500,2200","18,39.1",Black,280
Thermalright Frozen Horizon ARGB,,2150,28.1,White,360
Zalman CNPS9900ALED,,"800,2000","18,38",,
Phanteks PH-TC12DX,,"600,1800","21.9,27.6",,
Cooler Master Hyper 412 Slim,,"500,1600","8,30",,
Thermaltake Water 3.0 Ultimate,,"1000,2000",20,,360
NZXT Kraken X52 Rev 2,,"500,2000","21,36",,240
ID-COOLING AURAFLOW 240 SNOW,,"700,1800","18,35.2",White,240
GameMax Gamma 500 RGB,,"1000,1800",26.3,Black / Silver,
Deepcool GAMERSTORM CAPTAIN 240X,,"500,1800",32.1,Black,240
Deepcool GAMERSTORM CAPTAIN 360X WHITE,,"500,1800",32.1,White / Black,360
ADATA XPG LEVANTE 240,,"600,2000",34,Black,240
ID-COOLING SE-224-XT,,"700,1800","15.2,32.5",White,
MSI CORE FROZR S,,"500,1800","17.2,33.6",Black / Red,
GAMDIAS CHIONE E2,,1800,,Black,120
ARCTIC Liquid Freezer II 420 RGB,,"200,1900",22.5,Black,420
ID-COOLING SE-224-XTS ARGB,,"600,1500",28.9,White,
Deepcool AG620 Digital ARGB,,"300,1950",29.4,Black,
GAMDIAS BOREAS M2-510,,"800,1800","10,32",Black,
SilentiumPC Fortis 5 ARGB,,"300,1400",,Black / Silver,
GameMax Sigma 550 Infinity,,"800,1800",32.5,White,
Akasa K32,,"600,3000","17.2,30.54",,
Mars Gaming MCPU-XTW,,"800,1600","9,26",White,
Asus Prime LC 360 ARGB,,"600,2200",,Black,360
Dynatron K5,28.95,"1000,2500","14.7,29.8",,
ARCTIC Freezer 33 eSports Edition (Black/White),,"200,1800",24.4,,
Asus ROG Strix LC 360,,"800,2500",37.6,Black,360
Thermaltake Floe DX RGB 280 TT Premium Edition,185.31,"500,1400","19.8,26.2",Black / Gray,280
Titan DC-155A915Z/RPW,,"1000,2600","24.8,33.4",,
Corsair H50,,1700,30.32,,120
Cooler Master Nepton 280L,,2000,"21,39",,280
Deepcool LUCIFER K2,,"600,1800","18.2,32.4",,
Thermalright Le Grand Macho RT,,"300,1300","14,20",,
ID-COOLING FROSTFLOW+ 240,,"700,1800","18,35.2",Black / White,240
ARCTIC Alpine 12 Passive,,,0,Black,
darkFlash Shadow PWM,,"800,2500",29.6,Black,
ID-COOLING SE-234-ARGB,,"900,2000","16.2,31.5",Black,
Cougar AQUA,,"600,1800",35,Black,240
ID-COOLING IS-47S,,"800,3600","17,35.8",,
Valkyrie SYN,,"800,2150",29,Black / Red,240
ID-COOLING SPACE LCD,,"500,1800",35.2,White,240
Xilence M504D,76,"600,2200","14,21.8",Red / Black,
RAIJINTEK LETO PRO RGB,29.99,"800,1800",25,Black / Silver,
Jonsbo CR-1000,,"700,1800","20.55,37.2",White,
EVGA ACX mITX,28.87,"800,2800",33.4,,
Dynatron R15,43.95,,,,
Silverstone NT07-115X,29.99,"1500,3600","21.9,34.7",Silver / Black,
ARCTIC Alpine 64 Pro Rev 2,,"500,2000",,,
Deepcool ICE BLADE 200M,,2200,"17.8,30.1",,
Cooler Master Nepton 120XL,,2400,"6.5,27",,120
Cooler Master Hyper 612 Ver.2,,"800,1300","11,20",,
Cooler Master MasterAir Maker 8,,"600,1800","8,24",,
be quiet! Silent Loop 240,,2000,"16.1,36.9",,240
Cooler Master Seidon 240V,,"800,2400","12,35",,240
ARCTIC Freezer 34 eSports,,"200,2100",,Green / Black,
ID-COOLING IS-30,,"800,3600","17,35.8",,
SilentiumPC Grandis 2 XE1436,,"500,1600",21,Black / Silver,
Deepcool GAMMAXX GT V2,,"500,1650",27.8,Black / Silver,
Thermalright AXP90-X53,,2700,22.4,Black,
ID-COOLING FROSTFLOW X 120 SNOW,,"700,1800","18,35.2",White,120
MSI MAG CORELIQUID B,,"500,2000","14.3,34.3",Black,120
Thermalright Frozen Magic Scenic V2,,2150,28.1,White,240
ID-COOLING SE-214-XT RING,,"900,2000",33.5,White / Black,
ID-COOLING SE-224-XTS MINI,,"700,1600",31.5,Black,
Zalman CNPS5X Performa,,"1400,2800","20,32",,
Valkyrie DRAGONFANG,,"800,2150",29,White,240
Silverstone NovaPeak 240 ARGB,99.99,"500,2200","12.1,33.1",Black,240
Cooler Master CHD-00008-01-GP,24.99,2200,22,,
Cougar FORZA 85 ESSENTIAL,68.64,"600,2000",34.5,Black,
Thermalright Archon IB-E X2,,"900,1300","17,21",,
Inter-Tech ALSEYE X120,,1600,35.6,Gray / Black,120
Zalman CNPS9900MAX-B,,"900,1700","18,30",,
Zalman CNPS10X OPTIMA,,"1000,1700","17,28",,
Cooler Master GeminII M4,,"500,1600","8,30",,
ARCTIC Freezer 11 LP,,"900,2000",,,
ARCTIC Alpine 11 GT Rev 2,,2000,22.5,,
Scythe Mugen 5,,"300,1200","4,24.9",,
ARCTIC Freezer 12,,,22.5,,
ARCTIC Freezer 33 eSports ONE (Black/White),,"200,1800",24.4,Black / White,
Gigabyte AORUS ATC700,,"500,1700","12,31",Black / Orange,
Deepcool Castle 360 RGB,,"500,1800",30,Black,360
ARCTIC Freezer 34 eSports,,"200,2100",,Yellow / Black,
upHere AC12RGB,,"600,1700","16.1,27.7",Black,
Antec Neptune 240 ARGB,,"900,1600","20,36",Black,240
SilentiumPC Fera 3 EVO ARGB,,"250,1600",,White / Silver,
Thermalright AXP-90R,,2700,22.4,Silver / Gray,
Thermalright Assassin King 120 Mini,,1500,25.2,Black / Silver,
MSI MAG CORELIQUID P280,,"500,1800","14.8,33.28",Black,280
Asus TUF GAMING LC 240 RGB ZAKU II EDITION,,"800,2000",29,Red / Black,240
Phanteks Glacier One 240MPH,,"500,2200","18,34.2",Black,240
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,,"900,2000","16.3,33.5",Pink / Purple,240
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,,,30,Black,360
Thermalright Frozen Magic ARGB,,1500,25.6,White,360
ID-COOLING SE-214-XT-RN,,"600,2200",35,Black / Red,
ID-COOLING SE-903-SD V3,,2000,23.1,Black / Silver,
Thermalright AXP-200 Muscle,126.24,"700,1300",,Black / White,
ID-COOLING ZOOMFLOW XT V2,,"500,1800","13.8,35.2",Black,240
Sunbeam CR-CCTF,19.51,"1000,2000","16,20",,
Noua Alaska,,"800,3000",30.5,Black,
Jonsbo PISA A4,,"800,1850",36.8,White,
Thermalright Frozen Warframe ARGB,,1750,29.8,Black,420
Scythe Mugen 4,,"400,1400","5.3,28",,
Deepcool NEPTWIN V2.0,,1300,26.6,,
ARCTIC Freezer i32,67,,,,
Deepcool CAPTAIN 240 EX,,"500,1800","17.6,31.3",,240
Deepcool ICE BLADE 100,,2200,31.6,,
ARCTIC Freezer 33,,,,,
Deepcool GAMMAXX 300 R,,"900,1600","17.8,21",,
MSI Core Frozr XL,,"500,1800","17.2,33.6",Black / Red,
Antec Mercury 240 RGB,,"900,1800",36,Black / White,240
CRYORIG M9 Plus,,"600,2200",26.4,Black / Silver,
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,"650,2000","6,30",Black,360
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"650,2000","6,30",Black,240
ARCTIC Freezer 34 CO,,"200,1800",,Black / Silver,
Deepcool GAMERSTORM CAPTAIN 240PRO V2,,"500,1800",30,Black,240
Deepcool GAMERSTORM CAPTAIN 240X WHITE,,"500,1800",32.1,White / Black,240
Gigabyte AORUS LIQUID COOLER,,2300,"22.3,44.5",Black,280
ID-COOLING IS-60 EVO ARGB,,"500,2000","13.8,31.2",Black / Silver,
GameMax Ice Chill 240,,"800,1900",28.8,Black,240
Thermalright Frost Spirit 140 RGB,,1500,25.6,Gray,
Fractal Design Lumen S28,,"500,1700","10,35.5",Black,280
ID-COOLING SE-207-XT BLACK,,"700,1800","15.2,35.2",,
Cooler Master Hyper H410R White Edition,,"600,2000","6,29",,
SilentiumPC Fortis 5 Dual Fan,,"300,1400",,Black / Silver,
Jonsbo PISA A5,,"800,1850",36.8,White,
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,,,"0,24.6",Black,
ID-COOLING DASHFLOW XT LITE,,"500,2000",29.85,White,360
ID-COOLING FX240 ARGB,,"500,1800",35.2,White,240
ID-COOLING SPACE LCD,,"500,1800",35.2,Black,240
ID-COOLING SPACE LCD,,"500,1800",35.2,White,360
Xilence LQ360.ARGB,136.69,"900,1850","18,28",Black,360
GAMDIAS BOREAS E2-410,,"800,1800","10,32",White,
Evercool HPFI-10025,18,1800,23,,
Silverstone NT07-AM2,21.18,"1500,2500","15,25",,
Silverstone IceGem 280,150.66,"600,1600","9.8,23.4",Black,280
ARCTIC Freezer 33 CO,54,,22.5,,
Alphacool Eisbaer Pro Aurora,186.75,,31.5,Black,280
ID-COOLING ZOOMFLOW XT V2,,"500,1800","13.8,35.2",Black,360
Silverstone AR08,39.99,"1500,2800","14.1,27.7",Blue / Silver,
Fractal Design Lumen S24 RGB,,"500,2000","10,33.2",Black,240
Thermalright Frozen Magic EX,,1850,29.6,Black,360
Enermax LIQMAXFLO 240,69.98,"500,1800",23.46,Black,240
Xilence LQ240 ARGB,,"500,1500","18,30.2",White,240
TRYX PANORAMA ARGB,309.99,"500,1850",27.86,Black,240
Cooler Master V8,,"800,1800","17,21",,
Antec KUHLER H2O 620,,"1450,2000",,,120
Cooler Master Hyper 612 PWM,,"600,2000","9,36",,
be quiet! Dark Rock Advanced C1,,1500,"6.6,18.8",,
Zalman FX70,,,0,,
Deepcool GAMMAXX S40,,"900,1600","17.8,26.1",,
Thermalright Silver Arrow ITX,,"300,1300","17,24.9",,
Cooler Master Seidon 120V VER.2,,"800,2400","6.5,27",,120
Cooler Master MasterLiquid Pro 240,,"500,2000","6,30",,240
Thermaltake Riing Silent 12 Blue,,"300,1400","13,18",,
be quiet! Silent Loop 120,,2000,"16.1,36.9",,120
Enermax ETS-T50 AXE (Black),,"800,1800","18.9,25",,
Cooler Master MasterLiquid Pro 140,,"650,2000","6,30",,140
ARCTIC Alpine 11 - Passive,,,0,,
Scythe FUMA Rev.B,,"300,1400","13,28",,
SilentiumPC Fera 3 HE1224 v2,,"500,1600",,,
Rosewill ROCC-16002,,"800,2000",23.6,Blue / Black,
SilentiumPC Navis RGB 240,,"800,2300",,Black,240
CRYORIG H7 ULTRA,,"300,1600",25,Black / Silver,
GameMax Iceberg 120,,"600,1800","25,32",Black,120
Enermax Aquafusion 240,,"500,2000","17,32.6",Black,240
Scythe Katana 5,,"300,2300","7.3,28.83",Black / Silver,
Thermaltake Floe Riing RGB 360 TR4 Edition,208.78,"1000,2000","21.8,33",Black,360
Deepcool CAPTAIN 240 RGB V2,,"500,1800",30,Black,240
SilentiumPC Fera 3 RGB HE1224,,"500,1600",,Black / Silver,
Phanteks Glacier One 360MP,,"500,2200","18,34.2",Black / White,360
GameMax Ice Chill 120,,"800,1900",28.8,Black,120
Alpenföhn Glacier Water 240 High Speed,,"500,2200",36.8,Black,240
ARESGAME RIVER 5,,"600,1800",26.2,Black,
GAMDIAS BOREAS E1,,"800,2000","10,31",Black / Silver,
ARCTIC Liquid Freezer II 420 RGB,,"200,1900",22.5,Black,420
Thermalright Assassin X,,1500,25.6,Black / Silver,
ID-COOLING IS-27i,,"800,2700","14,25",,
Alphacool Eisbaer Pro Aurora,172.5,,31.5,Black,240
ID-COOLING IS-37-XT BLACK,,"800,3600","17,35.8",Black,
Geometric Future Eskimo Junior 24,99.9,2000,29,Black,240
SilenX EFZ-100HA2,22.95,2400,"8,24",,
Alpenföhn Panorama rev.B,,"900,2000","14,22.1",,
ID-COOLING SE-224-XT ARGB V3,,"500,1500","13.8,30.5",,
Akasa Vegas Chroma LG,29.91,"500,1800",32.5,Black,
Valkyrie VIND SL125,,"800,2150",29,Black / Red,
Xilence LQ360PRO.ARGB,,"500,1800","18,32",Black,360
Prolimatech PRO-SAM17,,,,,
GAMDIAS CHIONE M2,,1800,,Black,240
Thermaltake TOUGHLIQUID ARGB,,"500,2000",22.3,Green,240
Corsair A50,,"1600,2000","26,31.5",,
Corsair H70,,"1600,2000","26,31.5",,120
StarTech FAN7751U,,4500,39,,
Corsair H40,,2000,,,120
Evercool HPL-815EP,38,"1000,4000","12,40",,
Thermaltake Water 2.0 Pro,,"1200,2000","10,27.36",,120
ARCTIC Alpine 64 GT,,"500,2000",,,
Cooler Master Seidon 240M,,"600,2400","19,40",,240
Corsair H110,,1500,35,,280
CRYORIG R1 Universal,,"700,1300","20,25",,
ARCTIC Liquid Freezer 120,,"500,1350",,,120
ID-COOLING IS-60,,"600,1600","13.8,30.2",,
Thermalright Macho Direct,69.19,"300,1300","15,21",,
Reeven Brontes RC-1001b,,"650,2200","10.5,31.67",,
Deepcool CAPTAIN 120EX RGB,,"500,1800","17.6,31.3",,120
Deepcool CAPTAIN 240EX RGB,,"500,1800","17.6,31.3",,240
Gelid Solutions Rev. 4 Tranquillo,,"750,1600","12,26.7",,
ID-COOLING Auraflow 240 RGB,,"700,1800","18,35.2",,240
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"200,1800",24.4,Black / Yellow,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Deepcool Fryzen,,"500,1800","17.8,41.5",Silver / Black,
Silverstone AR08-V2,,"1500,2800","14.1,27.7",Blue / White,
Rosewill PB240-RGB,,1500,26.8,Black,240
Cooler Master I71C RGB,,1800,28,Silver / Black,
Silverstone PF120-ARGB,,"600,2200","7.4,35.6",Black,120
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,360
upHere CC2402-usa,,"600,1700","16.1,27.7",Black,240
ID-COOLING SE-903-SD,,2000,23.1,,
Jonsbo HX6240,,"700,1800","28,37.6",White,
ID-COOLING FX360,,"700,1800",35.2,Black,360
ID-COOLING IS-40X V3,,"800,2800",35.2,White,
Akasa SOHO 240 Dusk,,"500,2000","14.5,31.8",Black,240
RAIJINTEK DELOS RBW,39.99,"650,2000",22.95,Black,
PC Cooler DE360,,"600,1850","16,33.8",White,360
Silverstone Argon AR09-115XP,35.99,"1200,5000","18.02,42.5",,
Dynatron R9,41.59,"1000,4500","13.14,45.9",,
Thermaltake Riing Silent 12 Red,49.98,"300,1400","13,18",,
Thermalright Frozen Guardian,,2150,27,White,360
Xilence LQ240PRO,115.19,"500,1500","22,24",Black,240
Thermaltake CL-P0187,57.49,4800,36,,
Thermalright Frozen Horizon ARGB,,2150,28.1,Black,360
Thermaltake TH280 V2 Ultra EX ARGB Sync,,"500,2000",30.7,Black,280
Cooler Master Vortex Plus,,"800,2800","17,35",,
Xigmatek Dark Knight II SD1283,,"1000,2200",30.1,,
Dynatron R16,,"1000,6000","21.5,55.8",,
NZXT Kraken X60,,"800,2000","21,37",,280
Evercool HPQ-12025,49.99,"800,2200",38.1,,
Antec KUHLER H2O 650,,"600,2400",,,120
RAIJINTEK THEMIS,,"1000,1500",24.53,,
Deepcool GAMMAXX 200,,"900,2200","17.8,34.6",,
Cooler Master Hyper D92,,"800,2800","18,33",,
Cooler Master Blizzard T2 mini,,2200,22,,
Thermalright Le Grand Macho,,,,,
Deepcool Maelstrom 120T,,"600,1800","17.8,34.1",,120
Silverstone NT08-115X,,"1200,3500","21.56,62.88",,
be quiet! Silent Loop 280,,1600,"16.1,37.3",,280
Alpenföhn Sella,,"850,2200","14,29.8",,
Antec C40,,"800,2200","16,23",,
ARCTIC Freezer 33 PENTA,,"120,1350",22.5,,
Thermalright SilverArrow TR4,,"600,2500","21,45",Silver / Red,
GAMDIAS CHIONE M1A 240R,,"1200,1500",,Black,240
GameMax Iceberg 240 ARGB,,1100,25,Black,240
Jonsbo TW3-240,,"800,1500",25,Black,240
upHere C92,,"800,1800","15.1,31.6",Black / Red,
Thermaltake Riing Silent 12 RGB Sync Edition,,"300,1500","13,22",Black,
SilentiumPC Fortis 3 RGB HE1425,,"500,1400",,Black / Silver,
ID-COOLING SE-224-XT RGB,,"900,2000","16.2,31.5",Black / White,
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,240
Thermalright Ultra120EX REV.4,,2150,28.1,Black,
Thermaltake Water 3.0 Riing Red 280,,"300,1500","18.5,26.4",Black / Red,280
ID-COOLING ICEFLOW ARGB,,"900,2000","16,31.5",Black,240
EK EK-Nucleus AIO CR240 Vision D-RGB,,"500,2200",33.5,Black,240
Jonsbo CR-1000 GT,,"700,1800","20.55,37.2",Black,
Thermalright Frozen Magic EX,,1850,29.6,Black,120
ID-COOLING DK-07A RAINBOW,,"500,1800","14.2,25.6",Black,
Deepcool AG620 Digital,,"300,1950",29.4,White,
TRYX PANORAMA,299.99,"500,2250",30.97,White,240
Xilence M403PRO.W.ARGB,,"500,1800","14.2,25.6",White,
RAIJINTEK Orcus 280 RGW,69.99,"400,1800",28,Black,280
SilenX EFZ-92HA3,33.86,2000,"8,24",,
Scythe Choten TUF Gaming Alliance,,"300,1200","4,24.9",Black / Yellow,
ARCTIC Freezer 50,,"200,1800",,Black,
TRYX PANORAMA ARGB,329.99,"500,1450",27.07,Black,280
Enermax ETS-T40F-TB,,"900,1800","11,21",,
GameMax Gamma 500 ARGB,,"1000,1800",26.3,Black / Silver,
Zalman CNPS16X,69.94,"800,1500",27,White,
PC Cooler DE360,,"600,1850","16,33.8",Black,360
Noctua NH-C12P SE14,,"750,1200","10.1,19.6",,
