name,price,socket,form_factor,max_memory,memory_slots,color
MSI CSM-B85M-E45,,LGA1150,Micro ATX,32,4,Black / Blue
Foxconn H81MXV-D,,LGA1150,Micro ATX,16,2,Black / Blue
MSI Z97 MPOWER MAX AC,,LGA1150,ATX,32,4,Black / Yellow
Biostar Hi-Fi B85N 3D,,LGA1150,Mini ITX,16,2,Black / Blue
ASRock H97 PERFORMANCE,,LGA1150,ATX,32,4,Black / Red
Asus Z97-WS,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-B85N PHOENIX-WIFI,,LGA1150,Mini ITX,16,2,Black / Orange
Gigabyte G1.SNIPER H6,,LGA1150,ATX,32,4,Black / Red
Foxconn H97M Plus,,LGA1150,Micro ATX,32,4,Black / Silver
Gigabyte GA-X99-SOC FORCE,,LGA2011-3,EATX,64,8,Black / Orange
Gigabyte GA-Q87M-MK,,LGA1150,Micro ATX,32,4,Black / White
Gigabyte GA-Z87X-SLI,,LGA1150,ATX,32,4,Black / Gold
Asus SABERTOOTH Z97 MARK1,,LGA1150,ATX,32,4,Brown / Black
Gigabyte GA-X99-Gaming 7 WIFI,,LGA2011-3,EATX,64,8,Black / Red
MSI A68HM-P33,,FM2+,Micro ATX,32,2,Black / Blue
Asus SABERTOOTH Z97 MARK 1/USB 3.1,,LGA1150,ATX,32,4,Brown / Black
MSI X99A MPOWER,,LGA2011-3,ATX,128,8,Black / Yellow
MSI Z97A GAMING 9 ACK,,LGA1150,ATX,32,4,Black / Red
ASRock EP2C612D16SM,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
Asus P5P41T LE,,LGA775,ATX,8,2,Black / Blue
MSI A88XM-E45 V2,,FM2+,Micro ATX,64,4,Black / Blue
Gigabyte GA-B85-HD3-A (rev. 1.0),,LGA1150,ATX,32,4,Black
ASRock Fatal1ty X99 Professional/3.1,,LGA2011-3,EATX,128,8,Black / Red
Asus P9D-I,,LGA1150,Mini ITX,16,2,Black / Blue
EVGA Z170 FTW,,LGA1151,ATX,64,4,Black
Supermicro X9SCM-iiF,,LGA1155,Micro ATX,32,4,Black / Green
Gigabyte GA-H81M-S2H GSM,,LGA1150,Micro ATX,16,2,Black / Silver
MSI B150M BAZOOKA D3,,LGA1151,Micro ATX,64,4,Black / White
Gigabyte GA-Z170X-SOC FORCE,,LGA1151,EATX,64,4,Black / Orange
Supermicro C7Z170-SQ,,LGA1151,ATX,64,4,Black / Red
MSI H170M ECO,,LGA1151,Micro ATX,32,2,Black / White
MSI CSM-H110M Pro-VHL,,LGA1151,Micro ATX,32,2,Brown / Black
MSI H170I Pro AC,,LGA1151,Mini ITX,32,2,Black / White
Gigabyte GA-990XA-UD3 R5,,AM3+/AM3,ATX,32,4,Black / Silver
MSI B150I GAMING PRO,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock E3V5 WS,,LGA1151,ATX,64,4,Black / White
ASRock E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red
Asus H110M-D D3,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock FM2A88M Extreme4+ R2.0,,FM2+,Micro ATX,64,4,Black / Silver
ASRock H110M-DVS/D3,,LGA1151,Micro ATX,32,2,Black / Orange
ASRock P55 Deluxe3,,LGA1156,ATX,16,4,Black / Blue
ASRock B150M Pro4V,,LGA1151,Micro ATX,64,4,Black / Orange
ECS H110I-C4P,,LGA1151,Mini ITX,32,2,Brown / Black
Biostar RACING Z170GTN,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-Z270X-Gaming 8,,LGA1151,ATX,64,4,Black
Supermicro X11SSA-F-B,,LGA1151,ATX,64,4,Green
MSI Z270 MPOWER GAMING TITANIUM,,LGA1151,ATX,64,4,Silver
Gigabyte X299 AORUS Ultra Gaming,,LGA2066,ATX,128,8,Black
Supermicro C7H170-M,,LGA1151,Micro ATX,64,4,Black / Red
Gigabyte H310M HD2,,LGA1151,Micro ATX,32,2,Silver / Black
MSI H310M PRO-VHL,,LGA1151,Micro ATX,32,2,Brown / Black
ASRock H310M-HDVP,,LGA1151,Micro ATX,32,2,Black / Silver
Biostar B360GT5S,,LGA1151,ATX,64,4,Black
MSI X58 PLATINUM,,LGA1366,ATX,24,6,Black / Multicolor
Biostar B360GT3S,,LGA1151,Micro ATX,64,4,Black
MSI H110 PC MATE,,LGA1151,ATX,32,2,Brown / Black
ASRock Fatal1ty X99 Professional,,LGA2011-3,EATX,128,8,Red / Black
Biostar X570GTA,,AM4,ATX,128,4,Black / Silver
MSI B250M PRO OPT BOOST,,LGA1151,Micro ATX,32,2,Black
ASRock Z490 Phantom Gaming 4SR,,LGA1200,ATX,128,4,Black
ASRock H410M/ac,,LGA1200,Micro ATX,64,2,Black
Supermicro C9Z490-PG,,LGA1200,ATX,128,4,Black
Biostar B450GT,,AM4,Micro ATX,128,4,Black
MSI B365M PRO-VD,,LGA1151,Micro ATX,32,2,Black
Asus WS C246M PRO/SE,,LGA1151,Micro ATX,128,4,Black
Biostar Z590I Valkyrie,,LGA1200,Mini ITX,64,2,Black / Gold
Asus Pro H510M-C/CSM,,LGA1200,Micro ATX,64,2,Green
ASRock Z590 Phantom Gaming 4/ac+,,LGA1200,ATX,128,4,Black
Gigabyte B660 DS3H AC,,LGA1700,ATX,128,4,Black
MSI Z790-S01,,LGA1700,ATX,192,4,Black / Silver
Biostar B660MX-E PRO,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte Z690 AORUS ELITE AX DDR4 V2,,LGA1700,ATX,128,4,Black / Silver
Gigabyte Z690 UD AX DDR4 V2,,LGA1700,ATX,128,4,Black
Biostar B760A-SILVER,,LGA1700,ATX,192,4,Silver / Black
Gigabyte B760M AORUS PRO DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
Biostar H510MX/E 2.0,,LGA1200,Micro ATX,64,2,Black
Gigabyte B760M POWER,,LGA1700,Micro ATX,96,2,Gray / Black
MSI PRO B760M-G,,LGA1700,Micro ATX,96,2,Black
Gigabyte H610M S2,,LGA1700,Micro ATX,64,2,Brown / Silver
Asus PRIME B760M-K-CSM,,LGA1700,Micro ATX,96,2,Silver / Black
Gigabyte B760M D DDR4,,LGA1700,Micro ATX,64,2,Gray / Black
Asus PRIME H770-PLUS-CSM,,LGA1700,ATX,192,4,Silver / Black
Asus Pro H610M-CT2 D4-CSM,,LGA1700,Micro ATX,64,2,Green
Asus PRIME H610M-F D4 R2.0-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
MSI PRO H610M-G II,,LGA1700,Micro ATX,96,2,Black
Asus Pro Q670M-CE-CSM,,LGA1700,Micro ATX,192,4,Green / Black
Biostar H510MHP 4.0,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H610M-X D5,,LGA1700,Micro ATX,96,2,Black / Silver
MSI MAG A520M BAZOOKA WIFI,,AM4,Micro ATX,128,4,Black
Biostar B560GTQ,,LGA1200,Micro ATX,128,4,Black / Blue
Biostar N68S,,AM2+/AM2,Micro ATX,8,2,Black / Red
EVGA 132-LF-E657-KR,,LGA1156,ATX,16,4,Black / Gray
Intel DP55WG,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD6,,LGA1156,ATX,16,6,Blue / White
Foxconn A76ML-K,,AM3/AM2+/AM2,Micro ATX,4,2,
Asus M4A78L-M,,AM3/AM2+/AM2,Micro ATX,8,2,
Gigabyte GA-770T-USB3,,AM3,ATX,16,4,Blue / White
ASRock A785GXH/128M,,AM3/AM2+/AM2,ATX,16,4,
Gigabyte GA-MA785GT-UD3H,,AM3,ATX,16,4,Blue / White
Gigabyte GA-MA790GPT-UD3H,,AM3,ATX,16,4,Blue / White
Gigabyte GA-790XTA-UD4,,AM3,ATX,16,4,Blue / White
Gigabyte GA-880GMA-UD2H,,AM3,Micro ATX,16,4,Blue / White
Gigabyte GA-890FXA-UD5,,AM3,ATX,32,4,Blue / White
MSI 890GXM-G65,,AM3,Micro ATX,16,4,Black / Blue
EVGA 170-BL-E762-A1,,LGA1366,XL ATX,24,6,Black / Red
EVGA 121-BL-E756-TR,,LGA1366,Micro ATX,24,6,Black / Red
EVGA 132-GT-E768-KR,,LGA1366,ATX,24,6,Black / Gray
EVGA 141-BL-E760-A1,,LGA1366,EATX,24,6,Black / Red
ASRock X58 Extreme,,LGA1366,ATX,24,6,Black / Blue
Zotac H55ITX-A-E,,LGA1156,Mini ITX,8,2,Black / Yellow
Zotac GF8200-C-E,,AM2+/AM2,Mini ITX,8,2,Black / Red
Biostar A770E3,,AM3,ATX,16,4,Multicolor
MSI P55-CD53,,LGA1156,ATX,16,4,Black / Blue
MSI H55M-ED55,,LGA1156,Micro ATX,16,4,Black / Blue
MSI 790FX-GD70,,AM3,ATX,16,4,Black / Blue
MSI H55M-E33,,LGA1156,Micro ATX,16,4,Black / Blue
MSI X58A-GD45,,LGA1366,ATX,24,6,Black / Blue
MSI 870-G45,,AM3,ATX,16,4,Black / Blue
Asus M4A77T/USB3,,AM3,ATX,16,4,
Asus M4A88T-V EVO/USB3,,AM3,ATX,16,4,Black / Blue
Biostar TH55B HD,,LGA1156,Micro ATX,16,4,
Jetway JM26GT4-D3-LF,,AM3,Micro ATX,4,2,
Asus P7H55-M LE,,LGA1156,Micro ATX,8,2,Black / Blue
Foxconn P55A-S,,LGA1156,ATX,16,4,
ECS A880GM-M7 (V2.0),,AM3,Micro ATX,16,2,
Gigabyte GA-P67A-UD4,,LGA1155,ATX,16,4,Black
Asus P8H67-M LX,,LGA1155,Micro ATX,16,2,Black / Blue
MSI P67S-C43,,LGA1155,ATX,32,4,Black / Blue
MSI H67MA-E45,,LGA1155,Micro ATX,32,4,Black / Blue
Intel DX58SO2,,LGA1366,ATX,24,6,Black / Blue
ECS P67H2-A Hydra,,LGA1155,ATX,32,4,Black / White
ASRock P67 Professional,,LGA1155,ATX,32,4,
ASRock H67M-GE/HT,,LGA1155,Micro ATX,32,4,Black / White
MSI 890FXA-GD65,,AM3,ATX,16,4,Black / Blue
Asus M4A87T,,AM3,ATX,16,4,
MSI H67MA-E35 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Gigabyte GA-P67A-UD3-B3,,LGA1155,ATX,32,4,Blue / White
Asus Sabertooth P67 (REV 3.0),,LGA1155,ATX,32,4,
MSI P67A-G43 (B3),,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD80 (B3),,LGA1155,ATX,32,4,Black / Blue
Biostar TH67B,,LGA1155,Micro ATX,16,4,
Gigabyte GA-P67X-UD3-B3,,LGA1155,ATX,32,4,Blue / White
Sapphire PURE Fusion Mini E350,,Integrated E-Series E-350,Mini ITX,8,2,
Gigabyte GA-Z68A-D3-B3,,LGA1155,ATX,32,4,Blue / White
Asus M5A88-V EVO,,AM3+,ATX,16,4,
Asus M5A87,,AM3+,ATX,16,4,
Biostar TH61 ITX,,LGA1155,Mini ITX,16,2,Black / Red
Gigabyte GA-A75M-UD2H,,FM1,Micro ATX,32,4,Blue / White
Gigabyte GA-A75M-D2H,,FM1,Micro ATX,16,2,Blue / White
Asus F1A75-M LE,,FM1,Micro ATX,32,2,Black / Blue
ASRock Z68 Extreme4 Gen3,,LGA1155,ATX,32,4,
Gigabyte GA-H61M-S2H,,LGA1155,Micro ATX,16,2,Blue / White
MSI 990XA-GD55,,AM3+/AM3,ATX,32,4,Black / Blue
Biostar A75MH,,FM1,Micro ATX,16,2,Black / Red
Biostar TA990FXE,,AM3+,ATX,16,4,Black / Red
Jetway JTI61AG3,,LGA1155,ATX,8,2,
Jetway JNAF92-Q67,,LGA1155,ATX,32,4,Multicolor
ASRock H61M-GS,,LGA1155,Micro ATX,16,2,Black / Blue
ECS A55F-M3(1.0),,FM1,Micro ATX,32,2,
Foxconn Rattler,,LGA1155,ATX,32,4,Black / Red
Foxconn Z68A-S,,LGA1155,ATX,32,4,Black / Yellow
MSI 870A-G54 (FX),,AM3+,ATX,32,4,Black / Blue
EVGA 151-SE-E779-KR,,LGA2011,XL ATX,32,4,Black / Red
Gigabyte GA-Z68AP-D3(R2.0),,LGA1155,ATX,32,4,
Asus F1A55-M LX PLUS,,FM1,Micro ATX,32,2,Black / Blue
MSI Big Bang - Xpower II Limited Edition,,LGA2011,XL ATX,128,8,Black / Red
MSI 760GM-P21 (FX),,AM3+,Micro ATX,16,2,Black / Blue
ECS H55H-M(1.0),,LGA1156,Micro ATX,8,2,
MSI H67MS-E33 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Biostar TZ77XE3,,LGA1155,ATX,32,4,Black / Orange
Foxconn H55A,,LGA1156,ATX,16,4,
Asus M4A88T-V EVO,,AM3,ATX,16,4,Black / Blue
Biostar H61MU3B,,LGA1155,Micro ATX,16,2,Black / Red
MSI 990FXA-GD65V2,,AM3+,ATX,32,4,Black / Blue
ECS H61H2-A2 Deluxe (1.0),,LGA1155,ATX,16,2,Blue / White
ECS H77H2-M3(1.0),,LGA1155,Micro ATX,16,2,Black / Gray
ECS H77H2-M,,LGA1155,Micro ATX,32,4,Black / Gray
ECS H61H2-M13,,LGA1155,Micro ATX,16,2,Black / Gray
ECS H61H-G11,,LGA1155,Thin Mini ITX,16,2,Green / Black
ECS A960M-M2,,AM3+,Micro ATX,16,2,Black / Gray
EVGA 132-SE-E775-K2,,LGA2011,ATX,32,4,Black / Gray
Biostar Hi-Fi Z77X 5.x,,LGA1155,ATX,32,4,Black / Blue
Intel DZ77RE75K,,LGA1155,ATX,32,4,Black / Blue
Asus E45M1-M PRO,,Integrated E-Series E-450,Micro ATX,8,2,Black / Blue
ASRock Z77 WS,,LGA1155,ATX,32,4,Brown / Black
Intel DB65AL,,LGA1155,Micro ATX,32,4,
MSI Z77IA-E53,,LGA1155,Mini ITX,16,2,Black / Blue
Gigabyte GA-A75M-DS2,,FM1,Micro ATX,64,2,Blue / White
Asus Z9PA-U8,,LGA2011,ATX,64,8,Green / Blue
Gigabyte GA-Z77-HD3,,LGA1155,ATX,32,4,Blue / White
Gigabyte GA-H61M-HD2,,LGA1155,Micro ATX,16,2,Blue / White
ECS H61H2-I v1.1,,LGA1155,Mini ITX,16,2,
ECS A990FXM-A,,AM3+,ATX,32,4,Black / Gray
MSI Z77A-G43 Gaming,,LGA1155,ATX,32,4,Black / Red
ASRock H87M,,LGA1150,Micro ATX,16,2,Brown / Black
ASRock H87M-ITX,,LGA1150,Mini ITX,16,2,Brown / Black
ASRock Z87 Extreme3,,LGA1150,ATX,32,4,Brown / Black
MSI H87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue
Asus P8Z77-V PRO/THNDRBLT,,LGA1155,ATX,32,4,Black / Blue
ECS H87H3-M(1.0),,LGA1150,Micro ATX,32,4,Black / Gray
Asus Z87-Deluxe/DUAL,,LGA1150,ATX,32,4,Black / Gold
Asus P9D-X,,LGA1150,ATX,32,4,Black / Blue
Asus Z87I-Pro Mini-ITX,,LGA1150,Mini ITX,16,2,Black / Gold
ASRock C226WS,,LGA1150,ATX,32,4,Brown / Black
ASRock E3C224-4L,,LGA1150,ATX,32,4,Green / Blue
MSI FM2-A85XA-G43,,FM2,ATX,64,4,Black / Blue
ECS H61H2-I5 (V1.0),,LGA1155,Mini ITX,16,2,
Gigabyte GA-F2A75M-HD2,,FM2+,Micro ATX,64,2,
ASRock E3C224-V+,,LGA1150,ATX,32,4,Green / Blue
Gigabyte GA-F2A88XM-HD3,,FM2+,Micro ATX,64,2,
Gigabyte GA-H87N,,LGA1150,Mini ITX,16,2,Black / Gray
ASRock FM2A88M-HD+,,FM2+,Micro ATX,32,2,
ASRock FM2A88M Extreme4+,,FM2+,Micro ATX,64,4,Brown / Black
Asus A55BM-E,,FM2+,Micro ATX,32,2,Black / Gold
Biostar A58MD Ver. 6.x,,FM2+,Micro ATX,32,2,Black / Red
Biostar H61MGV Ver. 7.x,,LGA1155,Micro ATX,16,2,Black / Red
MSI A78M-E45,,FM2+,Micro ATX,64,4,Black / Blue
MSI B85M-P33 V2,,LGA1150,Micro ATX,16,2,Black / Blue
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray
Asus Z87-A (NFC Express Edition),,LGA1150,ATX,32,4,Black / Gold
ASRock Fatal1ty Z87 Professional,,LGA1150,ATX,32,4,Black / Red
Biostar A88M,,FM2+,Micro ATX,32,2,Black / Red
Asus Z87I-Pro,,LGA1150,Mini ITX,16,2,Black / Yellow
Gigabyte GA-H81M-HD2,,LGA1150,Micro ATX,16,2,Black / Silver
Foxconn H81MXV,,LGA1150,Micro ATX,16,2,Black / Blue
MSI A55M-E35,,FM2+,Micro ATX,32,2,Black / Blue
Gigabyte GA-Q87N,,LGA1150,Mini ITX,16,2,Black / Silver
MSI A88X-G41 PC MATE,,FM2+,ATX,64,2,Black / Blue
MSI Z97 MPOWER,,LGA1150,ATX,32,4,Black / Yellow
Gigabyte GA-AM1M-S2P,,AM1,Micro ATX,32,2,Black
ECS H81H3-A3,,LGA1150,ATX,16,2,Black / Gray
Biostar H81MHP2,,LGA1150,Micro ATX,16,2,Black / Red
Biostar H81MHC,,LGA1150,Micro ATX,16,2,Black / Red
Gigabyte GA-Z97X-UD7 TH,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-Z97X-Gaming GT,,LGA1150,ATX,32,4,Black / Red
MSI Z97 XPOWER AC,,LGA1150,EATX,32,4,Black / Yellow
EVGA X79 Dark,,LGA2011,EATX,64,8,Black / Red
Biostar A88MQ,,FM2+,Micro ATX,64,4,Black / Yellow
MSI H97M Eco,,LGA1150,Micro ATX,32,4,Black / Green
MSI H81M Eco,,LGA1150,Micro ATX,16,2,Black / Green
ASRock FM2A88M PRO3+,,FM2+,Micro ATX,64,4,Black / Blue
Asus B85M-F,,LGA1150,Micro ATX,16,2,Black / Gold
Biostar A58ML,,FM2+,Micro ATX,32,2,Black
Asus Z97-PRO(Wi-Fi ac)/USB 3.1,,LGA1150,ATX,32,4,Black / Gold
MSI A78M-E45 V2,,FM2+,Micro ATX,64,4,Black / Blue
Gigabyte GA-Z97X-Game Plus,,LGA1150,ATX,32,4,Black / Green
ASRock Fatal1ty X99X Killer/3.1,,LGA2011-3,ATX,128,8,Black / Red
Gigabyte GA-B85M-DASH,,LGA1150,Micro ATX,32,4,Black
Supermicro X10SAT-O,,LGA1150,ATX,32,4,Black / Blue
MSI A68HI AC,,FM2+,Mini ITX,32,2,Black
Gigabyte GA-B85M-HD3-A,,LGA1150,Micro ATX,16,2,Black
MSI Z170A GAMING M9 ACK,,LGA1151,ATX,64,4,Black / Red
EVGA Z170 Classified,,LGA1151,EATX,64,4,Black / Silver
ASRock Z170 Extreme6+,,LGA1151,ATX,64,4,Black / Gold
ASRock Fatal1ty Z170 Gaming K6+,,LGA1151,ATX,64,4,Black / Red
MSI Z170 Krait Gaming,,LGA1151,ATX,64,4,Black / White
ASRock H170 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange
ASRock H170M-ITX/DL,,LGA1151,Mini ITX,32,2,Black / Red
ASRock Fatal1ty B150 Gaming K4/D3,,LGA1151,ATX,64,4,Black / Red
ASRock B150 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange
ASRock Q170M vPro,,LGA1151,Micro ATX,64,4,Black / Orange
Asus H170M-PLUS/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H110M-S2HP,,LGA1151,Micro ATX,32,2,Black
Supermicro C7Z170-M,,LGA1151,Micro ATX,64,4,Black / Red
ASRock H170A-X1,,LGA1151,ATX,64,4,Black / Orange
ASRock H170A-X1/3.1,,LGA1151,ATX,64,4,Black / Orange
Supermicro MBD-X11SSM-F-O,,LGA1151,Micro ATX,64,4,Green
Gigabyte MW21-SE0,,LGA1151,Micro ATX,64,4,Black / Blue
Gigabyte GA-B150N-GSM,,LGA1151,Mini ITX,32,2,Black
EVGA 141-BL-E757-TR,,LGA1366,ATX,24,6,Black / Red
Biostar Z170GT7,,LGA1151,ATX,64,4,Black / Gray
Biostar H170GT3,,LGA1151,Micro ATX,64,4,Black / Gray
ASRock E3C236D4U,,LGA1151,Micro ATX,64,4,Green
Gigabyte GA-F2A88X-D3HP,,FM2+,ATX,64,4,Black / Silver
Asus P10S-E/4L,,LGA1151,ATX,64,4,Black / Blue
ASRock Fatal1ty E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red
Biostar Z270GT4,,LGA1151,Micro ATX,64,4,Black / White
Biostar B250GT5,,LGA1151,ATX,64,4,Black / White
Supermicro C7Z270-PG,,LGA1151,ATX,64,4,Black
Asus PRIME B250M-J,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte GA-Z270X-Gaming SOC,,LGA1151,ATX,64,4,Black / Orange
Asus PRIME B250M-D,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock X299 Taichi XE,,LGA2066,ATX,128,8,Black / Silver
Supermicro C7Z270-CG-L,,LGA1151,ATX,64,4,Black / Red
MSI H310M PRO-VL,,LGA1151,Micro ATX,32,2,Brown / Black
ECS B350AM4-M2,,AM4,Micro ATX,64,4,Black
Asus PRIME A520M-E/CSM,,AM4,Micro ATX,64,2,Black
Biostar Racing Z490T-Silver,,LGA1200,Mini ITX,64,2,Black / Silver
Biostar B460GTQ,,LGA1200,Micro ATX,128,4,Black
ASRock B560M-HDV-A,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte H410M HD3P,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock B560M Pro4/ac+,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar Z590 VALKYRIE,,LGA1200,ATX,128,4,Black / Gold
Asus EX-H610M-V3 D4,,LGA1700,Micro ATX,64,2,Red / Black
Gigabyte Q670M D3H DDR4 (rev. 1.0),,LGA1700,Micro ATX,128,4,Brown / Black
Gigabyte H610M HD3P (rev. 2.0),,LGA1700,Micro ATX,64,2,Brown / Black
Gigabyte B660M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black
Asus PRO H610M-C D4-CSM,,LGA1700,Micro ATX,64,2,Green / Black
Gigabyte B760M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black
Gigabyte B760M AORUS PRO,,LGA1700,Micro ATX,192,4,Black / Silver
Biostar B560MHP,,LGA1200,Micro ATX,64,2,Black
Biostar B760MX-E D4,,LGA1700,Micro ATX,64,2,Black
Gigabyte H510M S2 V2,,LGA1200,Micro ATX,64,2,Brown / Gray
ASRock H610M-HDVP/D5 R2.0,,LGA1700,Micro ATX,96,2,Black
ASRock B760M-HDVP,,LGA1700,Micro ATX,96,2,Black / Silver
Biostar H610MX2-E D5,,LGA1700,Micro ATX,96,2,Brown / Black
Biostar H610MHD D5,,LGA1700,Micro ATX,96,2,Black
Gigabyte H610M S2 V3 DDR4,,LGA1700,Micro ATX,64,2,Black / Gray
ASRock B85M DASH/OL R2.0,,LGA1150,Micro ATX,32,4,Black
Gigabyte H610M D3H DDR4 (rev. 1.0),,LGA1700,Micro ATX,64,2,Black
ASRock Q670M vPro,,LGA1700,Micro ATX,192,4,Black / Silver
Biostar B550MHP,,AM4,Micro ATX,64,2,Black
EVGA 132-LF-E655-KR,,LGA1156,ATX,16,4,Black
Intel DH57DD,,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H57M-USB3,,LGA1156,Micro ATX,16,4,Blue / White
EVGA 141-LF-E658-KR,,LGA1156,ATX,16,4,Black / Gray
Biostar T5 XE CFX-SLI,,LGA1156,ATX,16,4,
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red
Asus P7P55D-E Deluxe,,LGA1156,ATX,16,4,
Asus Sabertooth 55I,,LGA1156,ATX,16,4,Brown / Black
MSI 770T-C45,,AM3/AM2+/AM2,ATX,8,4,
MSI 785GTM-E45,,AM3/AM2+/AM2,Micro ATX,8,2,Red / Black
MSI 790XT-G45,,AM3/AM2+/AM2,ATX,16,4,
Asus M4A88T-M,,AM3,Micro ATX,16,4,Black / Blue
Gigabyte GA-880GA-UD3H,,AM3,ATX,16,4,Blue / White
ASRock 880G Extreme3,,AM3,ATX,16,4,Black / Blue
Asus M4A89TD PRO/USB3,,AM3,ATX,16,4,Black / Blue
MSI 890FXA-GD70,,AM3,ATX,16,4,Black / Blue
ECS A890GXM-A,,AM3,ATX,16,4,Multicolor
Biostar MCP6P3,,AM3,Micro ATX,8,2,Multicolor
Gigabyte GA-M68M-S2P,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Asus M4N68T-M,,AM3,Micro ATX,8,2,Black / Blue
ASRock M3A785GMH/128M,,AM3,Micro ATX,16,4,Multicolor
ASRock P55 Pro/USB3,,LGA1156,ATX,16,4,Black / Blue
EVGA 132-GT-E768-TR,,LGA1366,ATX,24,6,Black / Gray
Gigabyte GA-MA78LMT-S2,,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-M68MT-D3,,AM3,Micro ATX,8,2,Blue / White
MSI NF750-G55,,AM3,ATX,16,4,Black / Blue
MSI 880GM-E41,,AM3,Micro ATX,16,4,Black / Blue
ASRock P55 Extreme4,,LGA1156,ATX,16,4,Black / Blue
Foxconn A88GM Deluxe,,AM3,Micro ATX,16,4,
ASRock A785GM-LE/128M,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
MSI 880GM-E43,,AM3,Micro ATX,16,4,Black / Blue
Jetway JMA3-785GP-LF,,AM3,Micro ATX,8,2,
Asus P7Q57-M DO/CSM,,LGA1156,Micro ATX,16,4,
MSI Big Bang Trinergy,,LGA1156,ATX,16,4,
Biostar H55 HD,,LGA1156,Micro ATX,8,2,Black / Red
ECS A785GM-AD3(1.0),,AM3,ATX,16,4,
ECS A880GM-AD3 (V1.0),,AM3,ATX,32,4,
Foxconn A74ML-K 3.0,,AM3,Micro ATX,8,2,
ECS X58B-A3 SLI (V1.0),,LGA1366,ATX,24,6,
Jetway JNC84E-LF,,AM3/AM2+/AM2,Mini ITX,4,2,
MSI P55-GD65 USB3,,LGA1156,ATX,16,4,
ASRock H55M-GE,,LGA1156,Micro ATX,16,4,Black / Blue
ASRock H55DE3,,LGA1156,ATX,16,4,Black / Blue
ASRock H55M/USB3 R2.0,,LGA1156,Micro ATX,8,2,
Jetway JM26GT4-A-LF,,AM3/AM2+/AM2,Micro ATX,4,2,
ASRock 760GM-GS3,,AM3,Micro ATX,8,2,Black / Blue
ASRock X58 Extreme6,,LGA1366,ATX,24,6,Black / Blue
Gigabyte GA-H67A-UD3H,,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-H67MA-D2H,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-P67A-UD3,,LGA1155,ATX,16,4,Blue / White
Asus P8P67-M PRO,,LGA1155,Micro ATX,32,4,Black / Blue
MSI H67MA-ED55,,LGA1155,Micro ATX,32,4,Black / Blue
MSI P67A-GD65,,LGA1155,ATX,32,4,Black / Blue
MSI P67A-GD55,,LGA1155,ATX,32,4,Black / Blue
Biostar TP67XE,,LGA1155,ATX,16,4,
Asus P8H67-M PRO/CSM,,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TH67+,,LGA1155,Micro ATX,16,4,Black / Red
ECS P67H2-A,,LGA1155,ATX,16,4,Black / White
ECS P67H2-A2 SLI,,LGA1155,ATX,16,4,Black / White
ECS H67H2-M2,,LGA1155,Micro ATX,16,4,Black / White
ASRock P67 Pro,,LGA1155,ATX,32,4,
ASRock H67M,,LGA1155,Micro ATX,16,2,
Biostar TP67B+,,LGA1155,ATX,16,4,
Jetway MIH67M-HU3,,LGA1155,Micro ATX,16,4,
Intel DX58OG,,LGA1366,ATX,24,6,Black / Blue
MSI 870A Fuzion Power Edition,,AM3,ATX,16,4,Black / Blue
