name,price,type,efficiency,wattage,modular,color
Cooler Master MWE GOLD 650 V2,,ATX,gold,650,false,Black
SeaSonic S12II,,ATX,bronze,350,false,
Corsair RM850,,ATX,gold,850,Full,
Gigabyte GP-G750H,,ATX,gold,750,Semi,Black
Silverstone HELA 850R,215.55,ATX,platinum,850,Full,Black / Silver
Deepcool PN650M,,ATX,gold,650,Full,Black
Cooler Master V750 SFX GOLD,,SFX,gold,750,Full,White
FSP Group Hydro Pro,,ATX,bronze,500,false,Black
Thermaltake Smart Pro RGB,169.99,ATX,bronze,750,Full,
FSP Group Hydro K Pro ATX3.0,,ATX,bronze,850,false,Black
LC-Power OFFICE SERIES,,ATX,,600,false,Black
Corsair CX550F,,ATX,bronze,550,Full,Black
MSI MPG A750G PCIE5,,ATX,gold,750,Full,Black
SeaSonic VERTEX GX,,ATX,gold,1200,Full,White
Super Flower LEADEX VII Platinum PRO,229.99,ATX,platinum,1000,Full,Black
Thermaltake Toughpower GF2 ARGB,146.99,ATX,gold,750,Full,Black
Fractal Design Anode Bronze,,SFX,bronze,450,false,Black
Cooler Master V650,138.65,ATX,gold,650,Full,
Antec VP PLUS,,ATX,plus,700,false,Black
Thermaltake Smart BM2,,ATX,bronze,750,Semi,Black
SeaSonic ATX3-FOCUS-GX-850-WHITE,,ATX,gold,850,Full,White
be quiet! Straight Power 11,,ATX,platinum,1000,Full,Black
Thermaltake Smart RGB,,ATX,plus,600,false,
Corsair RM550x (2021),,ATX,gold,550,Full,Black
Thermalright TB650S,,ATX,bronze,650,false,Black
YEYIAN Raiden RGB,,ATX,plus,500,false,Black
Corsair CX430M,189.8,ATX,bronze,430,Semi,
be quiet! System Power 9,,ATX,bronze,400,false,Black
GAMDIAS KRATOS E1,,ATX,plus,600,false,Black
Cooler Master MWE Bronze 650,,ATX,bronze,650,false,Black
be quiet! SFX Power 3 300,81.15,SFX,bronze,300,false,Black
Xilence XP650R10,121.63,ATX,bronze,650,false,Black / Red
FSP Group Dagger Pro,,SFX,gold,850,Full,Black / Gold
SeaSonic CORE GM,,ATX,gold,500,Semi,Black
NOX Hummer,202.96,ATX,bronze,650,Semi,
be quiet! Pure Power 11 CM,,ATX,gold,700,Semi,Black
Cooler Master MWE 500,,ATX,plus,500,false,Black
Thermalright TG,,ATX,gold,1000,Full,Black
Silverstone Strider Platinum S,239.99,ATX,platinum,1200,Full,Black
SeaSonic PRIME PX,,ATX,platinum,650,Full,Black / Silver
Corsair TX850,499.73,ATX,plus,850,false,
In Win P75FII,,ATX,gold,750,false,Black / Yellow
SeaSonic FOCUS,,ATX,gold,750,Semi,Black
Segotep GP700G,,ATX,gold,700,false,Black
Chieftec Polaris,,ATX,gold,650,Full,Black
NOX URANO TX,,ATX,,850,false,
Corsair RM1000i,,ATX,gold,1000,Full,
MSI MAG A550BNL,,ATX,bronze,550,false,Black
EVGA SuperNOVA 750 B2,,ATX,bronze,750,Semi,
Fractal Design Ion+ 660P,,ATX,platinum,660,Full,Black
be quiet! Straight Power 11,,ATX,platinum,750,Full,Black
EVGA SuperNOVA 650 P2,,ATX,platinum,650,Full,
Silverstone Essential,68.98,ATX,bronze,550,false,Black
Thermaltake Toughpower Grand RGB,116.99,ATX,gold,650,Full,
Corsair HX750,,ATX,platinum,750,Full,Black
be quiet! Pure Power 11 FM 650,,ATX,gold,650,Full,Black
Silverstone ATTIS 650R,,ATX,bronze,650,false,White
Enermax CYBERBRON,,ATX,bronze,500,false,Black / Silver
"FSP Group Hydro PTM PRO,Gen5",249.99,ATX,platinum,1200,Full,Black
EVGA SuperNOVA 450 GM,,SFX,gold,450,Full,Black
Corsair AX860i,,ATX,platinum,860,Full,
Deepcool DA500,,ATX,bronze,500,false,Black / Gold
be quiet! Pure Power L8,,ATX,bronze,300,false,
Enermax REVOLUTION D.F. 2,109.99,ATX,gold,850,Full,Black
Thermalright TG,,ATX,gold,850,Full,Black
SeaSonic FOCUS SGX (2021),,SFX,gold,650,Full,Black
be quiet! Dark Power 12,,ATX,titanium,750,Full,Black
Silverstone SFX,,SFX,gold,450,Full,
Gigabyte AORUS ELITE P850 ICE,,ATX,platinum,850,Full,White
EVGA 550 BP,99.98,ATX,bronze,550,false,Black
EVGA SuperNOVA NEX750G Gold,,ATX,gold,750,Full,
EVGA SuperNOVA 850 G7,,ATX,gold,850,Full,Black / Blue
Silverstone Essential,98.15,ATX,gold,750,false,Black / Yellow
SeaSonic FOCUS,,ATX,platinum,550,Full,Black
Corsair RM450,,ATX,gold,450,Full,
EVGA 600 BA,,ATX,bronze,600,false,Black
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,1250,Full,White
LC-Power LC6 V2.31,,ATX,gold,1000,Full,Black / Gray
SeaSonic PRIME Ultra Titanium,,ATX,titanium,1000,Full,
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,1200,Full,Black
Corsair TX950,,ATX,bronze,950,false,
Cooler Master V1000,,ATX,gold,1000,Full,
SeaSonic PRIME PX,282.95,ATX,platinum,850,Full,Black / Silver
Cooler Master XG650,,ATX,platinum,650,Full,Black
Fractal Design Ion+ 2 Platinum,332.48,ATX,platinum,560,Full,Black
Cooler Master XG650 Plus,,ATX,platinum,650,Full,Black
Deepcool PL550D,,ATX,bronze,550,false,Black
SeaSonic M12II,,ATX,bronze,520,Full,
EVGA SuperNOVA 850 T2,,ATX,titanium,850,Full,
Thermaltake Smart SE,186,ATX,,630,Semi,
NZXT E850,149.99,ATX,gold,850,Full,Black
Corsair RM650i,,ATX,gold,650,Full,
EVGA SuperNOVA 750 G6,,ATX,gold,750,Full,Black
Aerocool AER-P7-P650W,,ATX,platinum,650,Full,
Deepcool PF550 230V,,ATX,plus,550,false,Black
Gigabyte UD-GM PG5,146.32,ATX,gold,850,Full,Black
Silverstone Strider Titanium,348.98,ATX,titanium,1100,Full,Black / Blue
SeaSonic Core GC,,ATX,gold,650,false,Black
Antec VP PLUS,,ATX,plus,500,false,Black
Phanteks AMP,,ATX,gold,850,Full,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,750,Semi,Black
Corsair VS550,,ATX,,550,false,
Deepcool PN850D,,ATX,gold,850,false,Black
"FSP Group Hydro PTM X PRO,Gen5",249.99,ATX,platinum,1200,Full,Black
NZXT C (2019),,ATX,gold,750,Full,Black
Gigabyte AORUS ELITE P1000 ICE,,ATX,platinum,1000,Full,White
Cooler Master MWE White V2 230V,,ATX,plus,400,false,Black
FSP Group Hydro Pro,,ATX,bronze,600,false,Black
Cooler Master Silent Pro Gold,,ATX,gold,800,Semi,
Enermax PlatiGemini,249.99,ATX,platinum,1200,Full,Black
Corsair AX850,337.99,ATX,gold,850,Full,
Apex AL-8250SFX,72.02,SFX,,250,false,
SeaSonic FOCUS,,ATX,gold,650,Semi,Black
Chieftec ATMOS,165.55,ATX,gold,750,Full,Black
Deepcool DQ850M-V3L,,ATX,gold,850,Full,Black
Corsair HX850,,ATX,gold,850,Semi,
ENDORFY Supremo FM5,,ATX,gold,850,Full,Black
Silverstone Strider Platinum,140.8,ATX,platinum,550,Full,
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,650,Full,Black
Corsair HX1050,429,ATX,gold,1050,Semi,
BitFenix Formula Bronze,,ATX,bronze,600,false,Black
PowerSpec PS 550BF,,ATX,bronze,550,false,Black
Cooler Master 600W MasterWatt Lite 230V,,ATX,plus,600,false,
Deepcool DA700N,,ATX,bronze,700,false,Black
be quiet! Dark Power 12,,ATX,titanium,850,Full,Black
NZXT HALE82 V2 550W,,ATX,bronze,550,Full,
Enermax REVOLUTION D.F. 2,146.59,ATX,gold,1200,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,650,Full,
SeaSonic FOCUS,,ATX,platinum,650,Full,Black
Chieftec Polaris,,ATX,gold,750,Full,Black
Cooler Master V750,,ATX,gold,750,Full,
Cooler Master G650M,,ATX,bronze,650,Semi,
High Power PG-750,,ATX,,750,false,Black
Thermalright TGFX650,,SFX,gold,650,Full,White
SeaSonic PRIME Ultra Titanium,,ATX,titanium,650,Full,
SeaSonic PRIME PX,219.01,ATX,platinum,750,Full,Black / Silver
Thermalright TB750S,,ATX,bronze,750,false,Black
Antec VP PLUS,,ATX,plus,600,false,Black
Xigmatek NRP-PC602,,ATX,bronze,600,false,
Corsair VS600 (2020),,ATX,bronze,600,false,Black
Cooler Master GX III GOLD,,ATX,gold,650,Full,Black / Purple
Cooler Master V850 Gold i,,ATX,gold,850,Full,Black / Gold
Deepcool PK500D,,ATX,bronze,500,false,Black
Corsair CS450M,237.23,ATX,gold,450,Semi,
Cougar GEX,,ATX,gold,750,Full,Black
EVGA SuperNOVA 850 G+,249.99,ATX,gold,850,Full,
EVGA 460 BP,,ATX,bronze,460,false,Black
Thermaltake Smart,,ATX,bronze,650,false,
be quiet! Pure Power 11 CM,,ATX,gold,600,Semi,Black
Thermaltake TR2,,ATX,bronze,380,false,
Antec High Current Gamer Gold,,ATX,gold,750,Full,Black
ARESGAME AGS,,ATX,gold,750,Semi,Black / Red
Athena Power Apollo,49.99,SFX,,300,false,
SeaSonic PRIME TX-650,,ATX,titanium,650,Full,Black
KOLINK Modular Power,,ATX,bronze,500,Semi,Black
ENDORFY Vero L5,79.98,ATX,bronze,500,false,Black
Thermaltake Smart RGB,,ATX,plus,500,false,Black
Cooler Master G750M,,ATX,bronze,750,Semi,
Antec Signature Platinum,384.9,ATX,platinum,1300,Full,Black
SHARKOON SilentStorm Cool Zero 850,164.31,ATX,gold,850,Full,Black
Thermaltake Toughpower SFX,,SFX,gold,550,Full,Black
Apex SL-275TFX,45.95,TFX,,275,false,
be quiet! Pure Power 11 FM 850,,ATX,gold,850,Full,Black
Corsair TX550M,216.33,ATX,bronze,550,Semi,
EVGA 450 BV,,ATX,bronze,450,false,
be quiet! Pure Power 10,,ATX,silver,500,false,
Corsair Vengeance 650M,,ATX,bronze,650,Semi,
be quiet! System Power 9,,ATX,bronze,700,false,Black
Deepcool PN750D,,ATX,gold,750,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,650,Semi,Black
Cooler Master MWE 450,,ATX,plus,450,false,Black
FSP Group HYPER K PRO,,ATX,plus,600,false,Black / Yellow
Thermaltake Toughpower SFX 600W Gold,208.18,SFX,gold,600,Full,Black
Silverstone Strider,94.99,ATX,bronze,700,Full,
Silverstone NJ450-SXL,,SFX,platinum,450,Full,Black / Blue
EVGA SuperNOVA 850 P6,,ATX,platinum,850,Full,Black / Silver
Apevia Prestige,,ATX,gold,1000,false,Black
LC-Power LC6 V2.31,,ATX,gold,850,Full,Black / Gray
Antec EARTHWATTS GOLD PRO 750,172.8,ATX,gold,750,Semi,Black
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,gold,1000,Full,Black
Super Flower Leadex III Gold,125.99,ATX,gold,550,Full,Black
SeaSonic PRIME,,ATX,gold,1000,Full,Black
be quiet! Dark Power Pro 11,,ATX,platinum,650,Semi,
Thermaltake Smart RGB 230V,,ATX,plus,700,false,Black
EVGA 450 W3,,ATX,plus,450,false,Black
Aerocool Integrator MOD XT,,ATX,bronze,750,Semi,Black / Red
Segotep GM,,ATX,gold,750,Full,White
Corsair GS700,299.74,ATX,bronze,700,false,
EVGA 450 B3,,ATX,bronze,450,Full,
EVGA SuperNOVA 850 B2,,ATX,bronze,850,Semi,
Thermaltake Litepower GEN2 230V,,ATX,,650,false,Black
Deepcool PX850G WH,,ATX,gold,850,Full,White
Phanteks Revolt X,,ATX,platinum,1000,Full,Black / Silver
Cooler Master 700W MasterWatt Lite 230V,,ATX,plus,700,false,
EVGA 550 B3,,ATX,bronze,550,Full,
Thermaltake Litepower,,ATX,,450,false,
Corsair CX450M (2021),,ATX,bronze,450,Semi,Black
Azza PSAZ-750PT14,,ATX,platinum,750,Semi,
Super Flower Leadex III ARGB Pro,,ATX,gold,750,Full,Black
Silverstone Extreme 1200R Platinum,,SFX,,1200,Full,
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,850,Full,White
Silverstone VA550-B,,ATX,bronze,550,false,Black
FSP Group Hydro G Pro,,ATX,gold,750,Full,Black
Corsair TX850M,499.74,ATX,bronze,850,Semi,
be quiet! Straight Power 11,,ATX,platinum,850,Full,Black
Thermaltake Smart,,ATX,bronze,750,false,
Antec High Current Gamer Gold,,ATX,gold,650,Full,Black
Super Flower LEADEX VII Platinum PRO,199.99,ATX,platinum,850,Full,Black
SeaSonic PRIME Ultra Gold 1000,379.75,ATX,gold,1000,Full,Black
SeaSonic FOCUS Gold,,ATX,gold,650,Semi,
EVGA SuperNOVA G FTW,219.99,ATX,gold,1000,Full,Black
RAIJINTEK CRATOS,,ATX,gold,850,Full,Black
KOLINK Core RGB,,ATX,plus,500,false,Black
EVGA SuperNOVA 1000 G7,,ATX,gold,1000,Full,Black / Blue
be quiet! Pure Power 10,,ATX,silver,600,false,
Athena Power AP-MFATX40,,Mini ITX,bronze,400,false,
Antec NeoECO Gold,,ATX,gold,650,Full,
SHARKOON WPM Bronze,,ATX,bronze,600,Semi,
SeaSonic ATX3-FOCUS-GX-1000-WHITE,,ATX,gold,1000,Full,White
Cooler Master X Silent Edge Platinum,549.99,ATX,platinum,850,Full,Black
GAMDIAS KRATOS P1 G,,ATX,gold,650,false,Black
Zalman ZM600-ST,,ATX,plus,600,false,
Lian Li PE,,SFX,platinum,750,Full,
Apex AG-M,,ATX,gold,750,Full,Black
SeaSonic PRIME Ultra Gold 850,159.99,ATX,gold,850,Full,Black
Vida Lite,,ATX,,750,false,Black
Corsair VS400,195,ATX,plus,400,false,
Tacens Radix VII AG,,ATX,silver,600,false,Black
Silverstone Strider,,ATX,plus,600,false,
Rosewill PHOTON-650,,ATX,gold,650,Full,
FSP Group HYPER K PRO,,ATX,plus,700,false,Black / Yellow
Super Flower Golden Green HX,,ATX,gold,350,false,
FSP Group Hyper M85+,,ATX,bronze,650,Semi,Black
Super Flower Leadex V Platinum Pro,299.99,ATX,platinum,1000,Full,White
Thermalright TGFX750,,SFX,gold,750,Full,Black
Thermaltake Litepower GEN2 230V,,ATX,,750,false,Black
Phanteks AMP v2,,ATX,gold,1000,Full,White
ENDORFY Supremo FM5,,ATX,gold,650,Full,Black
SeaSonic X,,ATX,gold,650,Full,
Cooler Master MasterWatt Lite 500W Full Range,,ATX,plus,500,false,
Thermaltake Smart BX1 RGB 750,,ATX,bronze,750,false,Black
MSI MAG A650BN EVA e-PROJECT,,ATX,bronze,650,false,Black / Purple
NZXT E500,,ATX,gold,500,Full,Black
Rosewill ARC 650,,ATX,bronze,650,false,
Logisys PS550E12BK,,ATX,,550,false,
Silverstone HELA R,,ATX,platinum,1300,Full,Black
FSP Group FSP220-60LE(80),79.98,Mini ITX,plus,220,false,
Xilence XP650R6.2,,ATX,plus,650,false,Black
Apevia ATX-JP1000W,91.04,ATX,bronze,1000,false,
be quiet! Straight Power 11,,ATX,platinum,550,Full,Black
Corsair HX1000,496.1,ATX,plus,1000,Semi,
be quiet! Straight Power 11 550W,,ATX,gold,550,Full,
Cooler Master MWE Gold,,ATX,gold,550,Full,Black
FSP Group VITA-1000GM,,ATX,gold,1000,Full,Black
Deepcool DA600-M,,ATX,bronze,600,Full,Black
Thermaltake Toughpower GF1 Snow - TT Premium,129.93,ATX,gold,850,Full,White
FSP Group Hydro G Pro,,ATX,gold,850,Full,Black
GameMax GM,,ATX,bronze,500,Semi,Black
be quiet! STRAIGHT POWER E9 | 480W CM,,ATX,gold,480,Full,
SeaSonic FOCUS SGX,,SFX,gold,450,Full,Black
Cooler Master MWE GOLD 750 V2,,ATX,gold,750,false,Black
Montech TITAN GOLD 750W,,ATX,gold,750,Full,Black
EVGA SuperNOVA 750 G1,,ATX,gold,750,Full,
SeaSonic FOCUS Plus Platinum,,ATX,platinum,650,Full,
SeaSonic FOCUS SPX (2021),,SFX,platinum,650,Full,Black
Thermaltake Toughpower Grand,,ATX,platinum,600,Semi,
FSP Group HEXA+,,ATX,,500,false,
Antec CSK,,ATX,bronze,450,false,Black / Yellow
Cooler Master MWE Gold 1250 - V2,,ATX,gold,1250,Full,Black
EVGA 500 BA,,ATX,bronze,500,false,Black
be quiet! TFX Power 3 300,120.4,TFX,gold,300,false,Black
Silverstone VIVA,,ATX,gold,650,false,Black
SeaSonic FOCUS Plus Platinum,,ATX,platinum,550,Full,
Thermaltake Toughpower PF1 - TT Premium Edition,283.55,ATX,platinum,1050,Full,Black
SeaSonic Platinum,,ATX,platinum,1000,Full,
Lian Li EG850 Mesh,,ATX,gold,850,Full,Black
GameMax GM,,ATX,bronze,300,false,Silver
In Win Classic,,ATX,platinum,900,Full,
Corsair HX650,,ATX,gold,650,Semi,
Corsair GS600,,ATX,bronze,600,false,
Cooler Master MWE Bronze 550,,ATX,bronze,550,false,Black
SeaSonic G,,ATX,gold,550,Semi,
Thermaltake Smart BX1 RGB 550,,ATX,bronze,550,false,Black
Antec VP PLUS,,ATX,plus,650,false,
Segotep GF,,SFX,gold,750,Full,Black / Gray
Corsair TX750M,,ATX,bronze,750,Semi,
Rosewill HIVE,,ATX,bronze,750,Semi,
RAIJINTEK AMPERE,91.9,ATX,platinum,850,Full,Black
Rosewill Glacier 700M,,ATX,bronze,700,Semi,
Silverstone Strider Platinum,164.99,ATX,platinum,850,Full,
RAIJINTEK CRATOS,,ATX,gold,850,Full,White
Deepcool DQ750ST,,ATX,gold,750,false,
Thermaltake Toughpower Grand RGB 850 SE,,ATX,gold,850,Full,Black
Cooler Master MWE,,ATX,bronze,600,false,Black
be quiet! Dark Power Pro 11,,ATX,platinum,850,Semi,
Gigabyte GreenMax Plus,,ATX,bronze,650,false,
KOLINK KL-SFX250,,SFX,bronze,250,false,Black / Green
Cooler Master B500 ver.2,,ATX,plus,500,false,
Silverstone Essential,,ATX,bronze,650,false,Black
Super Flower Leadex III ARGB Pro,,ATX,gold,850,Full,Black
SeaSonic Platinum,,ATX,platinum,760,Full,
KOLINK Regulator,,ATX,gold,1000,Full,Black
KOLINK Modular Power,,ATX,bronze,600,Semi,Black
CoolMax ZX-600,66.94,ATX,plus,600,false,
Silverstone Essential,,ATX,gold,650,false,Black
Corsair AX760i,,ATX,platinum,760,Full,
be quiet! Pure Power 11 CM,,ATX,gold,500,Semi,Black
Fractal Design Integra M,,ATX,bronze,550,Semi,
Corsair TX650M,299.74,ATX,bronze,650,Semi,
BitFenix BFG GOLD ATX3.0,99.9,ATX,gold,850,Full,Black
Thermaltake Toughpower GF1 ARGB,,ATX,gold,850,Full,
Thermalright AG-650,,ATX,gold,650,Full,White
Corsair G800,319.66,ATX,plus,800,false,
Thermaltake Smart,,ATX,bronze,550,false,
Silverstone Strider,266.36,ATX,silver,1500,false,
Raidmax Vortex,,ATX,gold,600,false,Black
Antec High Current Gamer Gold,,ATX,gold,850,Full,Black
Antec NeoECO Gold ZEN,,ATX,gold,600,false,Black / Gold
KOLINK Classic Power,,ATX,bronze,500,false,Black / Red
Cougar GEX X2,,ATX,gold,850,Full,Black
Sparkle FSP350-60GNV,69.99,SFX,,350,false,
Thermalright TB550S,,ATX,bronze,550,false,Black
Chieftec ATMOS,158.09,ATX,gold,850,Full,Black
Thermaltake TR2 S,,ATX,plus,650,false,
SeaSonic SSP-300SFG,,SFX,gold,300,false,
SilentiumPC Vero L3,,ATX,bronze,600,false,Black
be quiet! Pure Power 11 CM,,ATX,gold,400,Semi,Black
Enermax MAXPRO,,ATX,plus,500,false,
SilentiumPC Supremo FM2,,ATX,gold,750,Full,Black
Zalman TeraMax II,,ATX,gold,750,Full,Black
Asus TUF Gaming B,,ATX,bronze,450,false,Black
Fractal Design Ion+ 860P,,ATX,platinum,860,Full,Black
Thermaltake Smart BM2,,ATX,bronze,450,Semi,Black
FSP Group SFX Pro,,SFX,bronze,450,false,Black
Xilence XP650R12,195.64,ATX,gold,650,false,Black
FSP Group DAGGER PRO ATX3.0,,SFX,gold,850,Semi,Black
KOLINK KL-500M,,ATX,bronze,500,Semi,Black
Fractal Design Ion Gold,150.31,ATX,gold,650,Full,Black
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,750,Full,White
Enermax Revolution D.F.,,ATX,gold,650,Full,Black
Thermaltake Toughpower Grand RGB 750 SE,,ATX,gold,750,Full,Black
Deepcool DQ-M-V2L,,ATX,gold,850,Full,Black / Green
SilentiumPC Elementum E2 230V,,ATX,plus,550,false,Black
Thermaltake Hamburg,,ATX,plus,530,false,Black
FSP Group Raider 550,,ATX,bronze,550,false,
Silverstone Strider,,ATX,plus,700,false,
NOX Hummer X,,ATX,gold,650,Full,Black
Cooler Master G550M,,ATX,bronze,550,Semi,
FSP Group HYPER K PRO,,ATX,plus,500,false,Black / Yellow
ADATA XPG CYBERCORE II,215.64,ATX,platinum,1000,Full,Black
Thermalright TG,,ATX,gold,1200,Full,Black
Silverstone Strider Platinum,129.19,ATX,platinum,750,Full,
Xilence XP450R10,,ATX,bronze,450,false,Black / Red
Corsair VS500,269,ATX,plus,500,false,
Silverstone Strider,114.99,ATX,gold,550,Full,
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,White
SeaSonic FOCUS Gold,,ATX,gold,750,Semi,
Xilence XP850R10,,ATX,bronze,850,false,Black / Red
be quiet! Straight Power 11,,ATX,platinum,650,Full,Black
be quiet! Dark Power Pro 11,,ATX,platinum,750,Semi,
Antec VP PLUS,,ATX,plus,550,false,Black
SeaSonic TFX 350,,TFX,gold,350,Full,
SeaSonic G,,ATX,gold,650,Semi,
SilentiumPC Vero L2,,ATX,bronze,500,false,Black
EVGA 650 B3,,ATX,bronze,650,Full,
Cooler Master V1200,,ATX,platinum,1200,Full,
be quiet! Straight Power 11 450W,,ATX,gold,450,Full,
Thermalright TP,,ATX,platinum,1000,Full,Black
Silverstone ATTIS 650R,,ATX,bronze,650,false,Black
Thermalright TP,,ATX,platinum,1000,Full,White
Phanteks Revolt Pro,380,ATX,gold,850,Full,Silver / Black
KOLINK Classic Power,,ATX,bronze,600,false,Black / Red
Xilence XP1250MR9.2,244.69,ATX,gold,1250,Full,Black / Red
Cooler Master V700,,ATX,gold,700,Full,
Gigabyte PB500,,ATX,bronze,500,false,
SeaSonic FOCUS Gold,,ATX,gold,450,Semi,
ABS Majesty,,ATX,gold,1100,Full,
RAIJINTEK AMPERE,111.9,ATX,platinum,1000,Full,Black
RAIJINTEK AMPERE,134.9,ATX,platinum,1200,Full,Black
Thermalright AG-750,,ATX,gold,750,Full,White
Phanteks AMP v2,,ATX,gold,1000,Full,Black
In Win P75,139.97,ATX,gold,750,Full,Black
EVGA 610 BP,,ATX,bronze,610,false,Black
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,White
be quiet! System Power U9,,ATX,bronze,600,false,Black
Antec VP PLUS,,ATX,plus,450,false,Black
Cooler Master Elite 400 V3,,ATX,plus,400,false,Black
Zalman TX,,ATX,,700,false,
Antec VP,,ATX,,350,false,
Corsair TX850 V2,599.74,ATX,bronze,850,false,
Thermaltake TR2,,ATX,bronze,600,false,
be quiet! Straight Power 10 CM,,ATX,gold,800,Semi,
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,Black
Chieftec Polaris,221.48,ATX,gold,550,Full,Black
FSP Group Hydro PTM PRO,119.99,ATX,platinum,750,Full,Black
Phanteks Revolt SFX,209.99,SFX,gold,750,Full,Black
Deepcool PX1000P,,ATX,platinum,1000,Full,Black / Silver
Antec Earthwatts Green,108.11,ATX,plus,500,false,
Deepcool PM650D,,ATX,gold,650,false,Black
Azza ARGB,,ATX,bronze,650,false,Black
Phanteks AMP,,ATX,gold,550,Full,Black
Deepcool DQ750M-V3L,,ATX,gold,750,Full,Black
Apevia Spirit,,ATX,,700,false,
SilentiumPC Vero L3,,ATX,bronze,700,false,Black
Antec Earthwatts Green,,ATX,bronze,380,false,
SeaSonic M12II,,ATX,bronze,430,false,
Antec High Current Gamer,,ATX,bronze,520,Semi,
Silverstone ET500-ARGB,,ATX,bronze,500,false,Black
SeaSonic CORE GX-650,,ATX,gold,650,Full,Black
Antec VP,,ATX,,450,false,
Antec High Current Gamer,,ATX,bronze,900,false,
Silverstone Strider Plus,,ATX,bronze,500,Full,
NZXT E650,,ATX,gold,650,Full,Black
SeaSonic G,,ATX,gold,450,Semi,
EVGA W3,,ATX,plus,500,false,Black
FSP Group Hydro GE,109.99,ATX,gold,650,Full,Black
SeaSonic CORE GC-500,,ATX,gold,500,false,Black / Yellow
PC Power & Cooling PM0600,114.54,ATX,bronze,600,Semi,Black / Red
Thermalright TG,,ATX,gold,850,Full,White
Antec EARTHWATTS GOLD PRO 650,,ATX,gold,650,Semi,Black
NZXT C (2019),,ATX,gold,850,Full,Black
Montech CENTURY,,ATX,gold,650,Full,Black
Enermax Revolution D.F. X,,ATX,gold,1650,Full,Black
SeaSonic X,,ATX,gold,560,Full,
EVGA 700 B1,,ATX,bronze,700,false,
XFX TS,,ATX,bronze,550,false,
FSP Group Dagger Pro,,SFX,gold,750,Full,Black / Gold
SeaSonic SSP-300TBS,79.04,TFX,bronze,300,false,Silver
Enermax MAXREVO SLI,199.99,ATX,gold,1350,Full,Black / Gold
ADATA XPG CYBERCORE II,319.99,ATX,platinum,1300,Full,Black
Thermaltake Toughpower Grand RGB 650 SE,,ATX,gold,650,Full,Black
Corsair AX750,,ATX,gold,750,Full,
Antec High Current Gamer,,ATX,bronze,620,Semi,
Antec Signature Platinum,,ATX,platinum,1000,Full,Black
Silverstone Strider Titanium,,ATX,titanium,700,Full,
Cougar STX,,ATX,plus,650,false,
Cooler Master MWE Gold 1050 - V2,,ATX,gold,1050,Full,Black
be quiet! Pure Power 9,,ATX,silver,500,Semi,
SHARKOON SilentStorm Icewind Black,,ATX,bronze,550,Semi,Black
Xilence XP550R10,138.56,ATX,bronze,550,false,Black / Red
Gigabyte UD1600PM PG5 AI TOP,,ATX,platinum,1600,Full,Black
Cooler Master MWE GOLD 550 V2 FULL MODULAR,,ATX,gold,550,Full,Black
be quiet! STRAIGHT POWER E9 | 580W CM,,ATX,gold,580,Semi,
Thermaltake TR2,,ATX,bronze,500,false,
FSP Group HYPER S,,ATX,plus,700,false,Black
Thermaltake Thermaltake TP-750M,109.99,ATX,gold,750,Semi,
FSP Group Hydro PTM PRO,,ATX,platinum,1200,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,274.56,ATX,platinum,850,Full,
Cooler Master G Gold 550 V2,,ATX,gold,550,false,Black
KOLINK Core RGB,,ATX,plus,700,false,Black
KOLINK Core,,ATX,plus,400,false,Black
Silverstone SX600-G,,SFX,gold,600,Full,
Enermax MAXREVO,,ATX,gold,1800,Full,Black
"FSP Group Hydro Ti PRO,Gen 5",,ATX,titanium,850,Full,Black
Cooler Master MWE White V2 230V,,ATX,plus,550,false,Black
Fractal Design Newton R3,,ATX,platinum,800,Semi,
RIOTORO BUILDER,,ATX,plus,500,false,Black / Red
Silverstone Strider,,ATX,gold,650,Full,
Thermaltake Toughpower GX1 500,,ATX,gold,500,false,Black
EVGA 750 B3,,ATX,bronze,850,Full,
In Win P85,150,ATX,gold,850,Full,Black
SeaSonic 750FX WHITE,,ATX,gold,750,Full,White
Thermalright TGFX850,,SFX,gold,850,Full,Black
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,1050,Full,White
FSP Group Hydro PTM PRO,139.99,ATX,platinum,850,Full,Black
Corsair AX650,250,ATX,gold,650,Full,
Sparkle ATX-350PN-B204,57.99,ATX,,350,false,
Silverstone ST75F-GS-V3,113.33,ATX,gold,750,Full,Black
Silverstone ATTIS 750R,,ATX,bronze,750,false,Black
Cooler Master V550 Gold V2,,ATX,gold,550,Full,Black
ADATA XPG KYBER,109.99,ATX,gold,650,false,Black
Corsair VX550,246.04,ATX,plus,550,false,
