name,price,type,efficiency,wattage,modular,color
Enermax Platimax,,ATX,platinum,1350,Full,Black
be quiet! Power Zone,,ATX,bronze,750,Full,
BitFenix BFG GOLD,,ATX,gold,650,Full,Black
FSP Group AURUM GOLD 500,,ATX,gold,500,false,
Rosewill CMG1000,,ATX,gold,1000,Full,Black
XFX P1-650S-NLB9,,ATX,bronze,650,false,
Enermax REVOLUTION DUO,,ATX,gold,500,false,
Zalman TeraMax II,,ATX,gold,750,Full,White
Zalman TeraMax II,,ATX,gold,1000,Full,White
Sparkle Magna,,ATX,bronze,1200,Semi,
Rosewill Tachyon,,ATX,platinum,650,Semi,
Rosewill Tachyon,,ATX,platinum,750,Semi,
Solid Gear SDGR-900E,,ATX,,900,false,
LEPA MX-F1,,ATX,,350,false,
LEPA MX-F1,,ATX,,400,false,
FSP Group Hydro PTM,,ATX,platinum,550,Full,Black
FSP Group VITAL 400,,ATX,plus,400,false,
FSP Group PT1200FM,,ATX,platinum,1200,Full,
Cooler Master VSM,,ATX,gold,750,Semi,
In Win Commander II,,ATX,bronze,1200,Full,
Cooler Master VSM,,ATX,gold,650,Semi,
Logisys PS575XBK,,ATX,,575,false,
Rosewill ARC M450,,ATX,bronze,450,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Topower GAPS-500LX,,ATX,,500,false,
Topower GAPS-500MX,,ATX,,500,Full,
Super Flower Leadex Silver,,ATX,silver,550,Full,
Nfortec Sagitta RGB,,ATX,gold,1050,Full,Black
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Thermaltake Toughpower Grand,,ATX,gold,1200,Full,
Fractal Design Integra R2,,ATX,bronze,650,false,
Fractal Design Tesla R2,,ATX,gold,650,false,
Fractal Design Tesla R2,,ATX,gold,500,false,
Xilence XP830R8,,ATX,bronze,830,false,Black / Red
Mistel MX550 FANLESS,,ATX,gold,550,Full,Black
Xilence XP650R9,,ATX,gold,650,false,Black / Red
Sentey GSP650-SM,,ATX,gold,650,Full,
Sentey GSP850-SM,,ATX,gold,850,Full,
Sentey ERP-400-SS,,ATX,,400,false,
Sentey ERP-500-SMR,,ATX,,500,Full,
Cougar COUGAR-RS450,,ATX,plus,450,false,
Thortech Thunderbolt,,ATX,gold,1000,Full,
PC Power & Cooling Silencer MK III,,ATX,gold,850,Semi,
Sparkle SPI300GLS-B204,,SFX,,300,false,
Xion XON-700P12F,,ATX,,700,false,
Xion XON-850P14F,,ATX,,850,false,
Xion XON-1000P14F,,ATX,,1000,false,
Cougar COUGAR-SX850,,ATX,silver,850,Full,
Apevia AD,,ATX,,500,false,Black
Apevia Astro,,ATX,,450,false,Black
Azza PSAZ-500B12,,ATX,,500,false,
FSP Group AU-750M,,ATX,gold,750,Semi,
SeaSonic Platinum,,ATX,platinum,520,Full,
Cougar A,,ATX,bronze,660,false,Black
Rosewill HIVE,,ATX,bronze,550,Semi,
Super Flower Amazon,,ATX,bronze,550,false,
Kingwin ABT-650MM,,ATX,,650,false,
Super Flower Leadex Gold,,ATX,gold,750,Full,
Mushkin MKNPSJL1000,,ATX,gold,1000,false,
Thermaltake Toughpower,,ATX,silver,1000,Semi,
XFX P1-550S-XXBA,,ATX,bronze,550,false,
Rosewill Tachyon 1200,,ATX,platinum,1200,Full,Black
In Win Compact,,SFX,gold,700,Full,Black
Thermaltake Toughpower GT,,ATX,gold,750,Full,Beige
Rosewill CS-1000M,,ATX,gold,1000,Full,Black
Solid Gear SDGR-650E,,ATX,,650,false,
Sparkle ATX-400PA,,ATX,,400,false,
Super Flower LEADEX Special Edition,,ATX,platinum,1000,Full,Black
Rosewill VALENS-500M,,ATX,gold,500,Semi,
YEYIAN Thunder,,ATX,bronze,650,false,Black / Blue
Deepcool DQ650ST,,ATX,gold,650,false,
HEC Orion,,ATX,,585,false,Black
Enermax ENP550AWT B,,ATX,bronze,550,false,
Enermax EPM1200EWT,,ATX,platinum,1200,Full,
Topower TOP-1000P12-ADJ,,ATX,,1000,Semi,
Antec High Current Pro,,ATX,platinum,750,Full,
Ultra X4,,ATX,silver,1050,Full,
LEPA B550-SA,,ATX,bronze,550,false,
Kingwin Lazer Platinum,,ATX,platinum,750,Semi,
Kingwin Lazer Platinum,,ATX,platinum,1000,Semi,
Kingwin KX-1000,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,1300,Semi,
Apevia ATX-RP500W,,ATX,,500,false,
FirePower ZT,,ATX,bronze,550,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1050,Full,
Thermaltake Toughpower Grand,,ATX,platinum,850,Full,
Thermaltake EVO_Blue,,ATX,,650,Full,
CoolMax CUL-850B,,ATX,,850,Semi,
HEC HEC200SAFX,,Mini ITX,,200,false,
Thortech Thunderbolt PLUS,,ATX,gold,1000,Full,
TUNIQ PSU-POT750-BK,,ATX,bronze,750,false,
Enermax TRIATHLOR,,ATX,bronze,650,Semi,
Zalman 1250 Platinum,,ATX,platinum,1250,Semi,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
RAIJINTEK AMPERE,,ATX,platinum,1000,Full,White
NZXT HALE90 V2,,ATX,gold,1200,Full,
SeaSonic M12II,,ATX,bronze,380,false,
FSP Group PT1000FM,,ATX,platinum,1000,Full,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,850,Full,White
E-Power EP-500LS-1,,ATX,,500,false,
NZXT HALE82N 650W,,ATX,bronze,650,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Enermax RevoBron TGA,,ATX,bronze,500,Semi,Black
Antec Basiq,,ATX,,500,false,
Antec True Power,,ATX,bronze,1000,Full,
Antec True Power,,ATX,silver,1200,Full,
Apevia ATX-AS500W-BL,,ATX,,500,false,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS500W-GN,,ATX,,500,false,
Apevia ATX-AS680W-BL,,ATX,,680,false,
Apevia ATX-CB600W,,ATX,,600,false,
Apevia ATX-CW500WP4,,ATX,,500,false,
Apevia ATX-IB680W-BL,,ATX,,680,false,
Apevia ATX-TL450W,,ATX,,450,false,
Apevia ATX-TL450W-BK,,ATX,,450,false,
HEC HP485D Retail,,ATX,,485,false,
HEC HP585D,,ATX,,585,false,
HEC XPOWER585 OEM,,ATX,,585,false,
HEC XP1080,,ATX,,1080,Full,
HEC XPOWER585 RETAIL,,ATX,,585,false,
HEC ZEPHYR650,,ATX,,650,false,
Topower ZU-500W,,ATX,,500,false,
CoolMax CU-600B,,ATX,,600,Semi,
CoolMax CA-350,,ATX,,350,false,
CoolMax CT-450 (silver),,ATX,,450,false,
CoolMax V-500,,ATX,,500,false,
CoolMax VL-600B,,ATX,,600,false,
CoolMax ZP-1000B,,ATX,bronze,1000,Semi,
VisionTek 900347,,ATX,,650,false,
CoolMax CUG-700B,,ATX,,700,Full,
CoolMax CUG-950B,,ATX,,950,Full,
CoolMax CUL-650B,,ATX,,650,Semi,
VisionTek 900489,,ATX,bronze,700,Semi,
VisionTek 900490,,ATX,bronze,800,Semi,
CoolMax CUQ-1350B,,ATX,plus,1350,false,
CoolMax CX-400B,,ATX,,400,false,
CoolMax NW-650B,,ATX,,650,false,
Dynapower EJ-750A80,,ATX,bronze,750,Full,
Dynapower EP-45X.0562B,,ATX,,450,false,
Enermax EES400AWT_II,,ATX,plus,400,false,
Enermax ELT720AWT-ECO_II,,ATX,plus,720,Full,
Enermax EMG800EWT,,ATX,gold,800,Full,
Enermax ETK500AWT,,ATX,,500,false,
OCZ EliteXStream,,ATX,plus,1000,false,
OCZ StealthXstream II,,ATX,plus,500,false,
Rosewill Libertas,,ATX,bronze,800,Full,
Rosewill LP-6100C,,ATX,,300,false,
Rosewill Stallion,,ATX,,400,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill RV2-500,,ATX,,500,false,
Rosewill RV2-700,,ATX,,700,false,
Rosewill RV350,,ATX,,350,false,
Rosewill RV350-2,,ATX,,350,false,
Silverstone OP1000-P,,ATX,plus,1000,false,
Silverstone OP750,,ATX,,750,false,
XClio STABLEPOWER GOLD 1000W,,ATX,gold,1000,Full,
XClio STABLEPOWER GOLD 750W,,ATX,gold,750,Full,
Silverstone Strider,,ATX,silver,850,Full,
Sunbeam PSU-BKS580-US,,ATX,,580,false,
Sunbeam PSU-ECO750-US-BL,,ATX,plus,750,false,
Sunbeam PSU-H680-REV-US,,ATX,,680,false,
Sunbeam PSU-H680-REV-US-BL,,ATX,,680,false,
Sunbeam PSU-HUSH580-US,,ATX,,580,false,
Thermaltake TR2,,ATX,,430,false,
Thermaltake EVO_Blue,,ATX,,550,Full,
Kingwin Lazer Platinum,,ATX,platinum,650,Semi,
Silverstone Strider,,ATX,gold,750,Full,
SeaSonic SS-350ET Bronze,,ATX,bronze,350,false,
SeaSonic SS-350SFE,,SFX,plus,350,false,
Deepcool PM550D,,ATX,gold,550,false,Black
Rosewill Quark 750,,ATX,platinum,750,Full,
SHARKOON Rebel P20 850,,ATX,,850,Full,Black
Xion AXP-1000K14XE,,ATX,bronze,1000,Semi,
Enermax ERV1000EWT-G,,ATX,gold,1000,Semi,
Topower ZU-650W,,ATX,,650,false,
Enermax EPM750AWT,,ATX,platinum,750,Semi,
FSP Group ATX400-PNT,,ATX,,400,false,
Sparkle ATX-450PN,,ATX,,450,false,
Sparkle SCC-850AF,,ATX,gold,850,Semi,
OCZ Fatal1ty,,ATX,gold,1000,Semi,
LEPA B550-SA,,ATX,bronze,550,false,
LEPA B650-SA,,ATX,bronze,650,false,
E-Power EP-550P5-T1,,ATX,,550,Full,
Topower ZU-950,,ATX,,950,false,
Topower ZU-450W,,ATX,,450,false,
Sparkle FSP300THAR-MC,,ATX,,300,false,
Topower ZU-400W12,,ATX,,400,false,
FSP Group AU-850PRO,,ATX,gold,850,false,
Thermaltake W0328RU,,ATX,,350,false,
Topower TOP-600WB,,ATX,bronze,600,false,
Topower TOP-400W80,,ATX,plus,400,false,
Topower TOP-400W801,,ATX,plus,400,false,
Sparkle GW-EPS1000DA,,ATX,gold,1000,Semi,
Enermax Platimax,,ATX,platinum,500,Semi,
Super Flower Leadex V Pro,,ATX,platinum,1000,Full,Black
Kingwin ABT-610MM,,ATX,,610,false,
Sparkle R-SPI600ACH5B,,ATX,silver,600,false,
Logisys AT750BK,,ATX,bronze,750,false,
CoolMax CL-500B,,ATX,,500,false,
Rosewill TOKAMAK 1200,,ATX,titanium,1200,Full,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
PC Power & Cooling S75CF,,ATX,plus,750,false,
Enermax TRIATHLOR ECO,,ATX,bronze,1000,Semi,
Enermax ETL550AWT-M,,ATX,bronze,550,Semi,
Topower ZU-1050W,,ATX,,1050,false,
CoolMax ZP-850B,,ATX,bronze,850,Semi,
Rosewill RV2-600,,ATX,,600,false,
GAMDIAS ASTRAPE E1,,ATX,plus,550,false,Black / Multicolor
Silverstone Strider,,ATX,gold,750,Full,
Silverstone Strider,,ATX,gold,850,Full,
Cougar DX500,,ATX,plus,500,false,
Cougar DX600,,ATX,plus,600,false,
Deepcool PN850D WH,,ATX,gold,850,false,White
CoolMax V-600,,ATX,,600,false,
Raidmax RX-835AP,,ATX,bronze,835,Semi,
Diablotek PHD550,,ATX,,550,false,
Athena Power AP-P4ATX35,,ATX,,350,false,
Athena Power AP-P4ATX95FEPC,,ATX,plus,950,false,
Athena Power AP-P4ATX85FEP,,ATX,,850,false,
Diablotek PSDA500,,ATX,,500,false,
Diablotek PHD850,,ATX,,850,false,
Diablotek PSDA350,,ATX,,350,false,
Rosewill Fortress,,ATX,platinum,550,false,
Cooler Master Silent Pro M2,,ATX,silver,1500,Semi,
Apevia XG,,ATX,,450,false,
In Win P55F,,ATX,gold,550,false,Black
Deepcool PN750D WH,,ATX,gold,750,false,White
Xion XON-1250P14HE,,ATX,,1250,false,
Xion AXP-850R14N,,ATX,,850,false,
Silverstone Strider,,ATX,bronze,700,false,
XClio STABLEPOWER 850W,,ATX,,850,false,
StarTech ATXPW500PRO2,,ATX,,500,false,
StarTech ATXPW550PRO2,,ATX,,550,false,
XClio GreatPower,,ATX,plus,600,Full,
StarTech ATXPOW350PRO,,ATX,,350,false,
StarTech ATX2PW450PRO,,ATX,,450,false,
StarTech ATX2PW400PRO,,ATX,,400,false,
StarTech ATX2POW400HS,,ATX,,400,false,
StarTech ATX2PW530PRO,,ATX,bronze,530,false,
StarTech ATXPW350DELL,,ATX,,350,false,
StarTech ATX2PW430PRO,,ATX,bronze,430,false,
Xion AXP-1000R14HE,,ATX,bronze,1000,Full,
XClio GOODPOWER 500W,,ATX,,500,false,
NZXT HALE90 V2,,ATX,gold,850,Full,
StarTech ATX2POW500HS,,ATX,,500,false,
StarTech ATX2POW450HS,,ATX,,450,false,
StarTech ATX2PW550PRO,,ATX,,550,false,
CoolMax CUQ-1200B,,ATX,plus,1200,false,
Apevia ATX-AS680W-BK,,ATX,,680,false,
CoolMax CUL-950B,,ATX,,950,Semi,
XClio GreatPower,,ATX,plus,550,Full,
XClio GreatPower,,ATX,plus,650,Full,
Aerocool GT-1050SG,,ATX,gold,1050,Semi,
SeaSonic PRIME Platinum,,ATX,platinum,650,Full,
RIOTORO BUILDER,,ATX,gold,1200,Full,Black / Red
Sentey MBP HM,,ATX,bronze,1000,Semi,Black
XClio STABLEPOWER 500W,,ATX,,500,false,
OCZ EliteXStream,,ATX,plus,1000,false,
Kingwin Lazer,,ATX,plus,750,Full,
Kingwin ABT-450MM,,ATX,,450,false,
Kingwin ABT-850MM,,ATX,,850,false,
PC Power & Cooling S75CF-B,,ATX,plus,750,false,
PC Power & Cooling PPCT860,,ATX,plus,860,false,
Kingwin Lazer,,ATX,bronze,850,Semi,
Kingwin Lazer Gold,,ATX,gold,550,Full,
Kingwin Lazer Gold,,ATX,gold,1000,Full,
Kingwin Lazer Gold,,ATX,gold,850,Full,
Kingwin ABT-730MM,,ATX,,730,false,
PC Power & Cooling Silencer,,ATX,silver,760,false,
FSP Group Hydro X,,ATX,gold,650,false,
Kingwin MK,,ATX,,850,false,
Kingwin MK,,ATX,,650,false,
Kingwin MK,,ATX,,1000,false,
Kingwin MKX,,ATX,,850,Semi,
XClio STABLEPOWER 1000W,,ATX,,1000,false,
XFX P1-750S-CAB9,,ATX,bronze,750,false,
PC Power & Cooling Silencer,,ATX,silver,910,false,
In Win PB,,ATX,gold,850,Full,
Silverstone Strider,,ATX,gold,850,Semi,
XClio GreatPower,,ATX,plus,500,Full,
FSP Group ZEN 400,,ATX,bronze,400,false,
FSP Group ATX350-PNT,,ATX,,350,false,
FSP Group SAGA+ 500R,,ATX,,500,false,
Noua Hyper ZR55,,ATX,bronze,550,false,Black
Broadway Com Corp OKIA-BLACK-550,,ATX,,550,false,
Broadway Com Corp OKIA-BLACK-680,,ATX,,680,false,
Silverstone Strider,,ATX,gold,1000,Full,
Broadway Com Corp OKIA-BLACK-600,,ATX,,600,false,
Thermaltake Toughpower Grand,,ATX,gold,1050,false,
PC Power & Cooling PPCT1200ESA,,ATX,,1200,false,
PC Power & Cooling T12W,,ATX,,1200,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,500,false,
Enermax ENM750AWT,,ATX,bronze,750,Semi,
XFX P1850SNLB9,,ATX,bronze,850,false,
Sunbeam PSU-HUSH580-US-BL,,ATX,,580,false,
be quiet! Power Zone,,ATX,bronze,650,Full,
FSP Group VITA-650GM,,ATX,gold,650,Full,White
FSP Group VITA-1000GM,,ATX,gold,1000,Full,White
BitFenix BFG GOLD,,ATX,gold,550,Full,Black
BitFenix BFG GOLD ATX3.0,,ATX,gold,1200,Full,Black
XClio Goodpower 550W,,ATX,bronze,550,Full,
XClio Goodpower 650W,,ATX,bronze,650,Full,
XClio Goodpower 750W,,ATX,bronze,750,Full,
BFG BFGR650WGSPSU,,ATX,,650,false,
Zalman TeraMax II,,ATX,gold,850,Full,White
Cooler Master Hyper White,,ATX,plus,400,false,Black
Rosewill Tachyon,,ATX,platinum,550,Semi,
Kingwin Lazer,,ATX,,660,Full,
Rosewill Tachyon,,ATX,platinum,1000,Semi,
Rosewill Capstone G1200,,ATX,gold,1200,Semi,
Rosewill Capstone G1000,,ATX,gold,1000,Semi,
LEPA MaxBron,,ATX,bronze,800,Semi,
LEPA MaxBron,,ATX,bronze,450,Semi,
LEPA MaxGold,,ATX,gold,700,Semi,
LEPA MaxGold,,ATX,gold,600,false,
Thermaltake Toughpower,,ATX,silver,1200,Semi,
Cougar CMD 500,,ATX,bronze,500,Semi,Black / Blue
Sparkle R-SPI1000GCM,,ATX,plus,1000,Semi,
SeaSonic M12II,,ATX,bronze,850,Full,
CoolMax ZPG-1000B,,ATX,gold,1000,Semi,
In Win Commander II,,ATX,bronze,750,Full,
Athena Power AP-MFATX35,,Mini ITX,bronze,350,false,
Sparkle ATX-300PA,,ATX,,300,false,
CoolMax ZPG-1200B,,ATX,gold,1200,Semi,
FSP Group PT850FM,,ATX,platinum,850,Full,
Cooler Master VSM,,ATX,gold,550,Semi,
Diablotek PSDA300,,ATX,,300,false,
Logisys PS480X2,,ATX,,480,false,
Logisys PS480D-BK,,ATX,,480,false,
Antec High Current Pro,,ATX,gold,850,Semi,
Topower TOP-650PM,,ATX,,650,false,
Topower TOP-500PM,,ATX,,500,false,
Xion EN-600F12,,ATX,,600,false,
Thermaltake Toughpower Grand,,ATX,gold,1050,Full,
LEPA G1000-MB,,ATX,gold,1000,Full,
Topower ZU-550W,,ATX,,550,false,
In Win Glacier,,ATX,gold,900,Semi,
Fractal Design Tesla R2,,ATX,gold,650,false,
BitFenix Fury,,ATX,gold,650,Semi,
Athena Power AP-P4ATX80FEP8,,ATX,bronze,800,false,
Fractal Design Tesla R2,,ATX,gold,650,false,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
HEC Zephyr 700 CM,,ATX,plus,700,Semi,
Cyonic AU-650X,,ATX,gold,650,Full,
Cyonic AU-450X,,ATX,gold,450,Full,
Cyonic AU-550X,,ATX,gold,550,Full,
Sentey ERP-600-SM,,ATX,,600,Full,
Sentey SDP750-SS,,ATX,plus,750,false,
Sentey GSP750-SM,,ATX,gold,750,Full,
Sentey GSP1000-SM,,ATX,gold,1000,Full,
Sentey ERP-500-SS,,ATX,,500,false,
Linkworld LPG8 630w,,ATX,,630,false,
Azza PSAZ-1000A14,,ATX,bronze,1000,false,
Cougar COUGAR-700CMX,,ATX,bronze,700,false,
Thortech Thunderbolt,,ATX,gold,850,Full,
Thortech Thunderbolt,,ATX,gold,650,Full,
Sparkle SPI300T8AB-B204,,TFX,bronze,300,false,
Diablotek PSUL675,,ATX,,675,false,
Ultra X4 Special Edition,,ATX,bronze,1000,Full,
Super Flower Golden Silent,,ATX,gold,430,Semi,
Super Flower SF-1200F14MP Black,,ATX,platinum,1200,Full,
Thermaltake Toughpower GT,,ATX,gold,850,Full,Beige
Ultra U12-42466,,ATX,bronze,650,Semi,
